id,a_id,b_id,created_at,upated_at
16704,2511,8346,2003-09-16,2003-09-16
16705,235,8347,1970-05-05,1970-05-05
16706,400,8347,1992-07-17,1992-07-17
16707,3634,8348,2007-11-24,2007-11-24
16708,2921,8348,2000-04-11,2000-04-11
16709,4595,8349,1988-01-23,1988-01-23
16710,2178,8349,1986-05-01,1986-05-01
16711,491,8349,2004-12-25,2004-12-25
16712,3157,8350,2020-12-20,2020-12-20
16713,515,8350,1984-11-05,1984-11-05
16714,3960,8351,2009-07-15,2009-07-15
16715,1777,8351,2005-08-13,2005-08-13
16716,3240,8351,1987-08-13,1987-08-13
16717,4523,8352,1977-09-01,1977-09-01
16718,2996,8353,2014-07-25,2014-07-25
16719,3840,8354,2020-10-14,2020-10-14
16720,2910,8354,1994-01-26,1994-01-26
16721,4882,8354,1978-08-17,1978-08-17
16722,4978,8355,1981-12-01,1981-12-01
16723,3873,8355,1977-10-09,1977-10-09
16724,363,8355,2009-06-11,2009-06-11
16725,4730,8356,1998-09-02,1998-09-02
16726,3519,8356,2002-08-05,2002-08-05
16727,4103,8356,1994-08-06,1994-08-06
16728,343,8357,1975-06-30,1975-06-30
16729,2364,8358,1980-05-25,1980-05-25
16730,2086,8359,2012-01-26,2012-01-26
16731,4349,8359,1991-05-22,1991-05-22
16732,1801,8359,2001-01-25,2001-01-25
16733,3459,8360,1997-06-19,1997-06-19
16734,1029,8360,1984-09-19,1984-09-19
16735,2779,8361,1972-12-15,1972-12-15
16736,2262,8362,1972-01-14,1972-01-14
16737,2277,8362,1986-04-21,1986-04-21
16738,300,8362,2013-10-22,2013-10-22
16739,2306,8363,1982-09-19,1982-09-19
16740,4019,8363,1975-06-15,1975-06-15
16741,606,8364,2002-08-04,2002-08-04
16742,717,8365,1981-06-05,1981-06-05
16743,4583,8366,2011-07-15,2011-07-15
16744,2347,8367,2007-12-07,2007-12-07
16745,4604,8367,1971-10-07,1971-10-07
16746,2471,8368,2004-08-29,2004-08-29
16747,3427,8368,1990-12-15,1990-12-15
16748,2395,8369,1972-09-05,1972-09-05
16749,1321,8369,1976-08-05,1976-08-05
16750,2417,8369,2009-06-21,2009-06-21
16751,4691,8370,1991-08-04,1991-08-04
16752,4738,8370,1978-07-25,1978-07-25
16753,3670,8370,2006-09-15,2006-09-15
16754,1917,8371,2018-06-24,2018-06-24
16755,421,8371,1970-07-29,1970-07-29
16756,4852,8372,2001-05-05,2001-05-05
16757,131,8372,1982-01-07,1982-01-07
16758,941,8373,2006-11-01,2006-11-01
16759,3217,8374,1971-09-25,1971-09-25
16760,843,8375,1984-11-20,1984-11-20
16761,210,8376,1984-05-14,1984-05-14
16762,3930,8376,1984-09-20,1984-09-20
16763,4514,8377,2014-05-08,2014-05-08
16764,94,8377,1984-02-05,1984-02-05
16765,4377,8377,2015-12-13,2015-12-13
16766,9,8378,1975-02-15,1975-02-15
16767,20,8379,1980-06-17,1980-06-17
16768,1799,8379,2004-06-30,2004-06-30
16769,3941,8380,1975-08-22,1975-08-22
16770,3559,8381,2013-05-25,2013-05-25
16771,3112,8381,1985-12-18,1985-12-18
16772,4857,8382,1990-07-29,1990-07-29
16773,2639,8383,1991-11-08,1991-11-08
16774,4379,8383,2001-09-10,2001-09-10
16775,1980,8384,1996-09-02,1996-09-02
16776,937,8384,1994-08-08,1994-08-08
16777,4452,8384,2009-08-07,2009-08-07
16778,4687,8385,1976-09-28,1976-09-28
16779,841,8385,1974-02-19,1974-02-19
16780,2735,8386,1971-12-21,1971-12-21
16781,4667,8386,1992-07-29,1992-07-29
16782,190,8386,1990-03-05,1990-03-05
16783,3604,8387,2006-10-26,2006-10-26
16784,4449,8387,2003-04-08,2003-04-08
16785,3083,8387,1970-09-28,1970-09-28
16786,707,8388,1983-08-29,1983-08-29
16787,3368,8388,1992-10-07,1992-10-07
16788,3196,8388,2020-10-20,2020-10-20
16789,3676,8389,2001-04-28,2001-04-28
16790,3802,8389,2019-02-18,2019-02-18
16791,4770,8389,2010-05-20,2010-05-20
16792,919,8390,2016-01-22,2016-01-22
16793,4294,8390,1974-07-04,1974-07-04
16794,3067,8391,2007-04-25,2007-04-25
16795,4785,8391,1986-06-09,1986-06-09
16796,3846,8392,2005-12-28,2005-12-28
16797,4540,8393,2005-07-20,2005-07-20
16798,1451,8393,1972-11-20,1972-11-20
16799,1348,8393,2001-11-21,2001-11-21
16800,2560,8394,2014-06-08,2014-06-08
16801,4812,8394,1996-11-17,1996-11-17
16802,2379,8395,1984-04-10,1984-04-10
16803,1678,8395,1994-10-16,1994-10-16
16804,2777,8396,2008-12-30,2008-12-30
16805,4396,8396,1993-09-02,1993-09-02
16806,385,8396,2006-03-10,2006-03-10
16807,3200,8397,1970-08-31,1970-08-31
16808,2067,8398,2009-09-07,2009-09-07
16809,2227,8398,1971-02-18,1971-02-18
16810,3577,8399,2008-11-23,2008-11-23
16811,4838,8399,1981-05-08,1981-05-08
16812,1491,8400,1980-03-30,1980-03-30
16813,2144,8400,1984-09-26,1984-09-26
16814,790,8400,1978-08-07,1978-08-07
16815,1356,8401,1974-08-26,1974-08-26
16816,4265,8402,1998-06-09,1998-06-09
16817,3551,8402,1999-06-21,1999-06-21
16818,1056,8402,1971-11-07,1971-11-07
16819,1518,8403,1982-07-10,1982-07-10
16820,2731,8404,2018-09-08,2018-09-08
16821,2216,8404,1989-05-01,1989-05-01
16822,2561,8404,1992-03-11,1992-03-11
16823,1984,8405,1970-07-19,1970-07-19
16824,816,8405,1986-07-29,1986-07-29
16825,1033,8406,2008-11-14,2008-11-14
16826,2910,8406,1996-09-04,1996-09-04
16827,2054,8406,2008-07-24,2008-07-24
16828,3166,8407,2002-10-07,2002-10-07
16829,959,8407,2007-11-01,2007-11-01
16830,2779,8408,2017-01-30,2017-01-30
16831,682,8408,2006-04-07,2006-04-07
16832,3692,8408,1995-03-25,1995-03-25
16833,4924,8409,2002-12-24,2002-12-24
16834,4640,8409,1970-10-08,1970-10-08
16835,3111,8410,2007-05-05,2007-05-05
16836,122,8411,2006-08-02,2006-08-02
16837,578,8411,1976-11-19,1976-11-19
16838,877,8412,2006-06-23,2006-06-23
16839,3655,8412,1983-05-16,1983-05-16
16840,981,8413,1979-01-10,1979-01-10
16841,4809,8413,2017-09-23,2017-09-23
16842,1565,8414,2016-02-24,2016-02-24
16843,3286,8414,2020-11-19,2020-11-19
16844,1837,8415,1973-06-24,1973-06-24
16845,4662,8416,2016-06-23,2016-06-23
16846,1880,8416,2003-08-27,2003-08-27
16847,1745,8416,2017-06-04,2017-06-04
16848,2192,8417,1970-11-12,1970-11-12
16849,1547,8417,2015-12-05,2015-12-05
16850,1231,8417,2011-12-14,2011-12-14
16851,3258,8418,2016-06-22,2016-06-22
16852,4841,8419,2001-12-03,2001-12-03
16853,3348,8419,2007-12-16,2007-12-16
16854,279,8420,1987-08-10,1987-08-10
16855,3277,8421,2019-09-24,2019-09-24
16856,4034,8421,1994-04-14,1994-04-14
16857,3078,8421,1992-10-10,1992-10-10
16858,3388,8422,2015-02-11,2015-02-11
16859,4146,8423,1990-06-05,1990-06-05
16860,4977,8424,1973-12-24,1973-12-24
16861,1797,8424,1987-01-16,1987-01-16
16862,3733,8425,1972-07-18,1972-07-18
16863,3914,8425,1993-10-31,1993-10-31
16864,3580,8425,1986-11-12,1986-11-12
16865,3752,8426,1971-06-16,1971-06-16
16866,3064,8427,1985-09-09,1985-09-09
16867,1180,8428,1983-09-05,1983-09-05
16868,2681,8428,1976-07-16,1976-07-16
16869,3222,8428,1983-04-17,1983-04-17
16870,2760,8429,2003-10-11,2003-10-11
16871,1417,8430,2003-08-15,2003-08-15
16872,1188,8430,1970-01-05,1970-01-05
16873,886,8430,2010-10-13,2010-10-13
16874,1942,8431,1971-10-18,1971-10-18
16875,2317,8431,1986-03-05,1986-03-05
16876,4571,8432,1978-05-27,1978-05-27
16877,3888,8432,2018-01-17,2018-01-17
16878,3041,8433,2002-12-13,2002-12-13
16879,354,8433,1988-04-28,1988-04-28
16880,3561,8434,1987-07-24,1987-07-24
16881,2834,8434,2011-01-26,2011-01-26
16882,3655,8435,2017-11-03,2017-11-03
16883,4079,8435,1999-08-27,1999-08-27
16884,1274,8436,1992-06-15,1992-06-15
16885,3615,8437,2010-12-02,2010-12-02
16886,4364,8437,1981-04-26,1981-04-26
16887,1635,8437,2005-09-09,2005-09-09
16888,2047,8438,2006-05-09,2006-05-09
16889,3254,8438,2005-03-15,2005-03-15
16890,1746,8438,1995-05-22,1995-05-22
16891,4213,8439,1984-01-13,1984-01-13
16892,4185,8440,2012-06-10,2012-06-10
16893,732,8440,1976-09-26,1976-09-26
16894,100,8441,1979-06-11,1979-06-11
16895,1236,8441,1995-07-13,1995-07-13
16896,351,8441,2018-03-10,2018-03-10
16897,2194,8442,1971-11-20,1971-11-20
16898,3273,8442,1975-05-29,1975-05-29
16899,995,8443,2007-08-07,2007-08-07
16900,2357,8443,1983-06-24,1983-06-24
16901,3988,8444,2016-06-28,2016-06-28
16902,4910,8444,1984-01-19,1984-01-19
16903,4923,8444,2004-11-14,2004-11-14
16904,3671,8445,2010-09-16,2010-09-16
16905,3178,8445,2013-03-21,2013-03-21
16906,1113,8446,1973-04-28,1973-04-28
16907,3476,8446,1998-01-29,1998-01-29
16908,3877,8447,1992-01-26,1992-01-26
16909,1577,8447,1986-02-17,1986-02-17
16910,3927,8447,1986-09-28,1986-09-28
16911,4152,8448,2003-09-10,2003-09-10
16912,2152,8449,1994-10-06,1994-10-06
16913,2282,8449,1979-08-09,1979-08-09
16914,1117,8449,1997-10-23,1997-10-23
16915,1656,8450,2007-06-27,2007-06-27
16916,3293,8451,1974-07-13,1974-07-13
16917,2806,8451,2019-02-04,2019-02-04
16918,2897,8451,1988-01-06,1988-01-06
16919,583,8452,1983-12-20,1983-12-20
16920,410,8453,1983-05-29,1983-05-29
16921,3973,8453,1999-06-29,1999-06-29
16922,2248,8454,2009-03-13,2009-03-13
16923,3097,8455,1973-09-23,1973-09-23
16924,2223,8455,2019-10-07,2019-10-07
16925,292,8456,2017-02-04,2017-02-04
16926,2442,8456,1975-04-09,1975-04-09
16927,2532,8456,1984-02-27,1984-02-27
16928,651,8457,1983-04-15,1983-04-15
16929,1588,8458,1994-05-27,1994-05-27
16930,2495,8459,1973-01-27,1973-01-27
16931,2875,8460,1983-12-10,1983-12-10
16932,4830,8461,1996-12-20,1996-12-20
16933,4149,8462,1998-06-23,1998-06-23
16934,1948,8462,2007-11-21,2007-11-21
16935,955,8462,2002-04-30,2002-04-30
16936,1221,8463,2016-12-06,2016-12-06
16937,1034,8463,1970-07-07,1970-07-07
16938,4587,8464,1979-05-23,1979-05-23
16939,3997,8465,2002-02-12,2002-02-12
16940,3761,8465,1972-07-09,1972-07-09
16941,1810,8466,1999-05-07,1999-05-07
16942,2223,8467,2005-12-25,2005-12-25
16943,1026,8467,1996-05-21,1996-05-21
16944,349,8467,1995-03-05,1995-03-05
16945,1242,8468,1996-12-02,1996-12-02
16946,4766,8468,2006-09-29,2006-09-29
16947,2875,8468,2018-11-08,2018-11-08
16948,3627,8469,1996-11-23,1996-11-23
16949,4460,8469,1981-10-28,1981-10-28
16950,80,8469,2003-02-02,2003-02-02
16951,1050,8470,2013-10-31,2013-10-31
16952,2100,8470,1978-10-22,1978-10-22
16953,4392,8470,1993-09-19,1993-09-19
16954,2320,8471,2009-12-09,2009-12-09
16955,3983,8472,1978-03-08,1978-03-08
16956,2612,8472,1978-07-13,1978-07-13
16957,4617,8473,2019-06-30,2019-06-30
16958,1215,8473,1996-01-31,1996-01-31
16959,1319,8473,2007-06-14,2007-06-14
16960,3193,8474,1982-10-31,1982-10-31
16961,1877,8475,1985-06-24,1985-06-24
16962,2407,8475,1973-01-09,1973-01-09
16963,3347,8476,2017-09-04,2017-09-04
16964,2775,8476,1984-04-23,1984-04-23
16965,4935,8477,1996-03-10,1996-03-10
16966,242,8477,2010-09-17,2010-09-17
16967,4864,8477,2013-02-14,2013-02-14
16968,2985,8478,1998-08-14,1998-08-14
16969,4461,8478,2001-03-10,2001-03-10
16970,1896,8479,1977-11-12,1977-11-12
16971,4726,8480,1978-06-01,1978-06-01
16972,958,8480,2018-04-20,2018-04-20
16973,2505,8481,1979-12-25,1979-12-25
16974,4672,8481,1982-02-26,1982-02-26
16975,1580,8481,2000-01-12,2000-01-12
16976,3344,8482,1974-01-08,1974-01-08
16977,82,8483,2005-03-20,2005-03-20
16978,2565,8484,1998-03-18,1998-03-18
16979,909,8484,1981-12-07,1981-12-07
16980,3609,8485,2000-11-10,2000-11-10
16981,744,8485,1974-04-08,1974-04-08
16982,3927,8486,1989-11-25,1989-11-25
16983,2545,8486,2018-09-23,2018-09-23
16984,4241,8486,2021-03-28,2021-03-28
16985,1116,8487,1970-11-19,1970-11-19
16986,2933,8488,2014-07-22,2014-07-22
16987,3442,8489,1990-05-11,1990-05-11
16988,1808,8489,1992-03-25,1992-03-25
16989,1585,8489,2014-10-26,2014-10-26
16990,3971,8490,1990-10-11,1990-10-11
16991,3702,8490,1978-02-10,1978-02-10
16992,2990,8490,2014-10-22,2014-10-22
16993,607,8491,1983-07-10,1983-07-10
16994,4302,8491,1991-05-03,1991-05-03
16995,3404,8491,2004-03-08,2004-03-08
16996,344,8492,2000-03-02,2000-03-02
16997,3137,8492,1972-01-18,1972-01-18
16998,691,8493,1980-07-22,1980-07-22
16999,2529,8493,2003-05-05,2003-05-05
17000,4366,8494,1974-06-05,1974-06-05
17001,1183,8494,1994-06-22,1994-06-22
17002,4409,8495,2007-08-18,2007-08-18
17003,4178,8496,1993-06-01,1993-06-01
17004,2936,8497,1984-01-12,1984-01-12
17005,4577,8497,2002-01-24,2002-01-24
17006,3941,8497,2006-09-04,2006-09-04
17007,2844,8498,1998-05-06,1998-05-06
17008,2771,8498,1984-12-22,1984-12-22
17009,4829,8499,1984-09-08,1984-09-08
17010,1352,8499,2004-01-24,2004-01-24
17011,3306,8499,1988-12-13,1988-12-13
17012,4540,8500,2019-03-26,2019-03-26
17013,595,8501,1989-07-02,1989-07-02
17014,923,8501,2009-07-04,2009-07-04
17015,4568,8501,1996-01-12,1996-01-12
17016,2099,8502,2015-12-24,2015-12-24
17017,3725,8502,2019-03-16,2019-03-16
17018,1087,8502,1970-02-01,1970-02-01
17019,2877,8503,1976-08-22,1976-08-22
17020,3518,8503,1981-03-13,1981-03-13
17021,4187,8504,2020-03-05,2020-03-05
17022,4666,8504,2003-12-03,2003-12-03
17023,2343,8504,1991-04-08,1991-04-08
17024,651,8505,1991-03-15,1991-03-15
17025,4284,8505,1997-06-01,1997-06-01
17026,3096,8505,2000-09-08,2000-09-08
17027,599,8506,2014-01-13,2014-01-13
17028,4410,8506,1986-04-30,1986-04-30
17029,186,8506,1989-07-03,1989-07-03
17030,4982,8507,1973-12-01,1973-12-01
17031,4385,8507,2013-01-26,2013-01-26
17032,2605,8508,2020-12-30,2020-12-30
17033,1330,8508,1977-06-11,1977-06-11
17034,1275,8508,2008-08-28,2008-08-28
17035,4146,8509,1993-05-02,1993-05-02
17036,3090,8509,1998-11-07,1998-11-07
17037,1676,8509,1985-03-31,1985-03-31
17038,658,8510,1992-10-13,1992-10-13
17039,4491,8510,1984-11-26,1984-11-26
17040,5,8510,1970-10-16,1970-10-16
17041,1132,8511,1997-04-10,1997-04-10
17042,4164,8512,1995-12-05,1995-12-05
17043,1522,8512,1988-10-26,1988-10-26
17044,1422,8512,1976-12-06,1976-12-06
17045,4688,8513,2006-09-28,2006-09-28
17046,2871,8513,1994-10-14,1994-10-14
17047,85,8513,1999-01-06,1999-01-06
17048,1417,8514,1980-05-14,1980-05-14
17049,577,8514,1988-12-22,1988-12-22
17050,1302,8514,1981-05-07,1981-05-07
17051,3933,8515,1993-12-11,1993-12-11
17052,1376,8515,1971-05-28,1971-05-28
17053,3045,8516,2015-10-14,2015-10-14
17054,326,8517,1990-11-22,1990-11-22
17055,4524,8518,1985-04-08,1985-04-08
17056,4302,8519,2020-12-16,2020-12-16
17057,3583,8519,2018-10-09,2018-10-09
17058,4340,8519,2016-09-30,2016-09-30
17059,1513,8520,2019-10-07,2019-10-07
17060,3926,8521,1979-09-18,1979-09-18
17061,1981,8521,1984-11-29,1984-11-29
17062,854,8522,1970-12-03,1970-12-03
17063,4897,8522,1988-06-28,1988-06-28
17064,3639,8523,2004-09-26,2004-09-26
17065,2237,8523,2013-07-21,2013-07-21
17066,1926,8524,2014-05-11,2014-05-11
17067,154,8524,1972-11-23,1972-11-23
17068,4188,8525,1980-07-27,1980-07-27
17069,4685,8525,2001-03-16,2001-03-16
17070,671,8526,2005-03-20,2005-03-20
17071,4078,8526,2017-04-01,2017-04-01
17072,1863,8526,1971-05-07,1971-05-07
17073,471,8527,1971-07-15,1971-07-15
17074,837,8527,2021-02-04,2021-02-04
17075,1994,8528,1988-06-21,1988-06-21
17076,2323,8528,1996-02-24,1996-02-24
17077,2697,8528,2010-12-03,2010-12-03
17078,4575,8529,2008-08-09,2008-08-09
17079,4621,8529,2002-08-15,2002-08-15
17080,4147,8530,1985-11-01,1985-11-01
17081,501,8531,2000-02-03,2000-02-03
17082,781,8531,2008-05-24,2008-05-24
17083,4669,8531,2018-06-21,2018-06-21
17084,1584,8532,1999-05-26,1999-05-26
17085,76,8532,2009-01-15,2009-01-15
17086,2990,8533,1994-04-02,1994-04-02
17087,4683,8533,1976-05-30,1976-05-30
17088,3500,8533,2010-03-16,2010-03-16
17089,2236,8534,1996-11-16,1996-11-16
17090,4995,8534,1974-02-01,1974-02-01
17091,1983,8535,2008-12-02,2008-12-02
17092,448,8536,2001-08-26,2001-08-26
17093,1061,8536,2012-11-18,2012-11-18
17094,2213,8537,2007-07-31,2007-07-31
17095,762,8537,1970-08-30,1970-08-30
17096,1473,8538,2014-05-06,2014-05-06
17097,4598,8539,2003-07-01,2003-07-01
17098,4360,8540,1980-07-28,1980-07-28
17099,2121,8540,1985-02-24,1985-02-24
17100,2810,8541,2001-10-25,2001-10-25
17101,1578,8542,2008-10-14,2008-10-14
17102,3729,8542,1982-06-17,1982-06-17
17103,2167,8542,1988-10-30,1988-10-30
17104,4200,8543,1972-08-18,1972-08-18
17105,4242,8543,2003-07-13,2003-07-13
17106,2363,8544,1980-03-28,1980-03-28
17107,553,8544,1980-11-24,1980-11-24
17108,3589,8545,1974-08-10,1974-08-10
17109,2504,8546,2016-10-12,2016-10-12
17110,873,8547,1991-01-02,1991-01-02
17111,3021,8547,2011-08-21,2011-08-21
17112,508,8547,1998-08-14,1998-08-14
17113,3312,8548,2001-09-12,2001-09-12
17114,103,8549,1975-06-07,1975-06-07
17115,4925,8549,1993-02-06,1993-02-06
17116,3231,8550,1990-05-14,1990-05-14
17117,3498,8550,1979-03-24,1979-03-24
17118,3064,8550,1989-06-28,1989-06-28
17119,3599,8551,1975-07-13,1975-07-13
17120,4275,8551,1974-06-13,1974-06-13
17121,2327,8551,2019-07-14,2019-07-14
17122,4474,8552,1971-12-04,1971-12-04
17123,2199,8552,2008-05-25,2008-05-25
17124,3575,8552,1971-02-19,1971-02-19
17125,3823,8553,1980-11-12,1980-11-12
17126,524,8553,2003-11-15,2003-11-15
17127,1041,8553,1992-02-08,1992-02-08
17128,1434,8554,2014-12-21,2014-12-21
17129,644,8555,2014-11-19,2014-11-19
17130,961,8556,2008-01-12,2008-01-12
17131,3334,8557,1991-06-27,1991-06-27
17132,4174,8557,1991-04-18,1991-04-18
17133,2987,8557,1985-04-22,1985-04-22
17134,347,8558,1998-09-17,1998-09-17
17135,607,8559,1980-12-26,1980-12-26
17136,2626,8559,1987-05-11,1987-05-11
17137,4117,8559,1974-11-06,1974-11-06
17138,786,8560,2007-09-09,2007-09-09
17139,35,8560,2014-09-25,2014-09-25
17140,2696,8560,1987-10-11,1987-10-11
17141,713,8561,1991-04-02,1991-04-02
17142,2793,8561,2009-07-18,2009-07-18
17143,2355,8561,1995-07-14,1995-07-14
17144,492,8562,1978-04-10,1978-04-10
17145,4091,8562,2004-01-01,2004-01-01
17146,4351,8562,1986-09-25,1986-09-25
17147,3991,8563,1997-03-19,1997-03-19
17148,992,8563,2021-02-07,2021-02-07
17149,2280,8563,1990-04-14,1990-04-14
17150,126,8564,2003-07-02,2003-07-02
17151,1216,8565,2011-10-18,2011-10-18
17152,1776,8565,1984-11-22,1984-11-22
17153,1629,8566,1980-09-04,1980-09-04
17154,3921,8566,1986-09-13,1986-09-13
17155,3461,8566,1995-03-21,1995-03-21
17156,1152,8567,2018-10-09,2018-10-09
17157,2963,8568,2005-06-22,2005-06-22
17158,1273,8569,2015-11-16,2015-11-16
17159,770,8570,2003-06-20,2003-06-20
17160,186,8571,1999-05-11,1999-05-11
17161,4255,8572,2018-03-27,2018-03-27
17162,2564,8572,1986-06-07,1986-06-07
17163,3070,8572,1971-03-18,1971-03-18
17164,1152,8573,2001-08-22,2001-08-22
17165,2959,8573,1986-08-24,1986-08-24
17166,1022,8573,2008-05-06,2008-05-06
17167,4041,8574,1988-09-08,1988-09-08
17168,247,8574,1993-01-16,1993-01-16
17169,2566,8575,1987-06-08,1987-06-08
17170,1447,8575,2005-01-19,2005-01-19
17171,343,8576,1995-04-19,1995-04-19
17172,4723,8576,2018-09-10,2018-09-10
17173,4006,8576,2003-05-01,2003-05-01
17174,4619,8577,1983-03-07,1983-03-07
17175,4264,8577,2002-10-02,2002-10-02
17176,1847,8578,2016-12-03,2016-12-03
17177,4317,8579,2019-11-18,2019-11-18
17178,3560,8579,1981-11-03,1981-11-03
17179,1346,8580,1991-04-09,1991-04-09
17180,3002,8581,2017-06-10,2017-06-10
17181,4113,8582,1985-08-03,1985-08-03
17182,3519,8583,1999-07-03,1999-07-03
17183,4029,8583,2000-06-13,2000-06-13
17184,1347,8584,1979-07-09,1979-07-09
17185,401,8584,2005-08-20,2005-08-20
17186,4213,8584,1972-06-18,1972-06-18
17187,2130,8585,1971-02-25,1971-02-25
17188,4825,8585,1974-07-09,1974-07-09
17189,3040,8586,1987-02-28,1987-02-28
17190,920,8586,1977-08-07,1977-08-07
17191,3687,8587,1974-02-28,1974-02-28
17192,3441,8588,2011-10-08,2011-10-08
17193,3449,8588,2000-01-01,2000-01-01
17194,2852,8589,1980-10-26,1980-10-26
17195,1165,8589,1987-01-31,1987-01-31
17196,4122,8589,1980-07-11,1980-07-11
17197,4411,8590,1976-01-01,1976-01-01
17198,898,8591,1995-07-14,1995-07-14
17199,4983,8591,2008-03-26,2008-03-26
17200,367,8592,1978-04-11,1978-04-11
17201,4415,8592,1987-12-18,1987-12-18
17202,962,8593,2013-05-04,2013-05-04
17203,3249,8593,1985-07-31,1985-07-31
17204,4204,8593,2002-03-10,2002-03-10
17205,304,8594,1982-01-23,1982-01-23
17206,67,8594,2012-07-17,2012-07-17
17207,2278,8594,1983-12-04,1983-12-04
17208,4410,8595,2012-03-20,2012-03-20
17209,3443,8595,2018-02-26,2018-02-26
17210,710,8596,1970-03-26,1970-03-26
17211,4919,8596,2004-02-22,2004-02-22
17212,4733,8597,2012-08-09,2012-08-09
17213,2534,8597,1994-05-06,1994-05-06
17214,3069,8597,2010-05-06,2010-05-06
17215,3355,8598,2010-10-15,2010-10-15
17216,2109,8599,2002-03-23,2002-03-23
17217,4578,8600,1973-05-31,1973-05-31
17218,3871,8601,2010-02-06,2010-02-06
17219,419,8601,2019-04-30,2019-04-30
17220,1145,8602,2009-05-25,2009-05-25
17221,1178,8603,1981-11-12,1981-11-12
17222,195,8604,2018-03-08,2018-03-08
17223,739,8604,1990-12-27,1990-12-27
17224,3195,8605,2002-02-04,2002-02-04
17225,2673,8606,1996-05-22,1996-05-22
17226,687,8606,1979-05-30,1979-05-30
17227,427,8607,2001-10-20,2001-10-20
17228,211,8608,2020-10-06,2020-10-06
17229,2684,8608,2003-03-29,2003-03-29
17230,4370,8609,1997-08-11,1997-08-11
17231,1291,8609,1981-11-23,1981-11-23
17232,3884,8609,1997-08-02,1997-08-02
17233,87,8610,1995-01-27,1995-01-27
17234,4663,8611,1993-08-03,1993-08-03
17235,2767,8612,2011-03-29,2011-03-29
17236,1181,8612,1985-10-31,1985-10-31
17237,4678,8612,2000-12-04,2000-12-04
17238,687,8613,1999-05-11,1999-05-11
17239,1298,8613,1989-02-24,1989-02-24
17240,2508,8613,1972-08-10,1972-08-10
17241,3663,8614,1999-09-27,1999-09-27
17242,1444,8614,1986-07-08,1986-07-08
17243,1667,8614,2010-08-13,2010-08-13
17244,3412,8615,1971-01-07,1971-01-07
17245,2023,8616,2008-09-01,2008-09-01
17246,3106,8617,1996-07-14,1996-07-14
17247,2824,8617,1976-01-24,1976-01-24
17248,711,8617,2016-12-22,2016-12-22
17249,3983,8618,1986-05-29,1986-05-29
17250,1859,8618,1996-02-05,1996-02-05
17251,2701,8619,2000-10-07,2000-10-07
17252,1751,8620,1984-04-19,1984-04-19
17253,4543,8620,2015-06-01,2015-06-01
17254,1234,8621,1979-09-19,1979-09-19
17255,3685,8621,2006-07-25,2006-07-25
17256,3193,8621,1984-11-24,1984-11-24
17257,4744,8622,2015-11-26,2015-11-26
17258,3257,8623,1978-11-09,1978-11-09
17259,4550,8624,1974-08-26,1974-08-26
17260,2493,8625,1978-06-07,1978-06-07
17261,4580,8625,2011-10-19,2011-10-19
17262,1832,8625,1995-06-03,1995-06-03
17263,1026,8626,1971-01-02,1971-01-02
17264,923,8626,1979-06-16,1979-06-16
17265,3894,8626,1997-12-14,1997-12-14
17266,4409,8627,2019-11-27,2019-11-27
17267,2646,8627,1989-04-10,1989-04-10
17268,3978,8627,1974-11-05,1974-11-05
17269,4621,8628,2013-01-01,2013-01-01
17270,1095,8628,1970-01-15,1970-01-15
17271,1107,8629,2011-12-06,2011-12-06
17272,2687,8630,1976-04-26,1976-04-26
17273,779,8631,2002-04-12,2002-04-12
17274,1217,8631,2014-07-01,2014-07-01
17275,4498,8631,1977-02-07,1977-02-07
17276,4836,8632,1977-10-27,1977-10-27
17277,1454,8633,1990-12-31,1990-12-31
17278,3703,8633,2020-04-17,2020-04-17
17279,4931,8633,2020-05-06,2020-05-06
17280,1216,8634,2015-06-28,2015-06-28
17281,307,8634,1997-02-15,1997-02-15
17282,1105,8635,1971-12-20,1971-12-20
17283,3353,8635,1991-06-11,1991-06-11
17284,2979,8636,1985-07-14,1985-07-14
17285,3362,8637,1985-09-23,1985-09-23
17286,3226,8637,1990-02-10,1990-02-10
17287,2996,8637,2002-09-19,2002-09-19
17288,664,8638,2017-07-09,2017-07-09
17289,765,8638,1975-11-18,1975-11-18
17290,3316,8638,1994-08-02,1994-08-02
17291,2084,8639,1989-12-26,1989-12-26
17292,712,8640,2001-05-17,2001-05-17
17293,3101,8640,1988-11-23,1988-11-23
17294,2957,8640,2004-09-05,2004-09-05
17295,2549,8641,1983-09-08,1983-09-08
17296,865,8641,1998-07-03,1998-07-03
17297,4333,8642,1972-01-05,1972-01-05
17298,3939,8642,2011-04-16,2011-04-16
17299,246,8642,1979-02-11,1979-02-11
17300,3317,8643,2000-05-28,2000-05-28
17301,2502,8643,2000-07-08,2000-07-08
17302,1347,8644,1978-09-04,1978-09-04
17303,1199,8644,1974-09-09,1974-09-09
17304,3730,8645,1975-08-11,1975-08-11
17305,4906,8645,2009-12-02,2009-12-02
17306,4685,8646,2008-08-18,2008-08-18
17307,3505,8646,2020-09-04,2020-09-04
17308,4103,8647,1989-01-02,1989-01-02
17309,1479,8648,1994-10-20,1994-10-20
17310,3279,8648,2011-09-22,2011-09-22
17311,143,8649,2017-04-04,2017-04-04
17312,2213,8650,2002-12-04,2002-12-04
17313,3649,8651,1986-01-12,1986-01-12
17314,4956,8651,2005-10-26,2005-10-26
17315,1887,8652,2007-05-11,2007-05-11
17316,3118,8653,1983-12-11,1983-12-11
