s_id,title,type,created_at,upated_at
3858,society,category,2005-01-12,2005-01-12
3859,tell,tests,1979-08-17,1979-08-17
3860,southern,category,1980-03-29,1980-03-29
3861,three,category,1996-02-28,1996-02-28
3862,really,author,2008-11-10,2008-11-10
3863,senior,category,1977-08-07,1977-08-07
3864,contain,authors,2006-05-11,2006-05-11
3865,hand,category,2016-08-17,2016-08-17
3866,popular,tests,1974-01-11,1974-01-11
3867,just,tests,1996-04-07,1996-04-07
3868,suffer,tests,2016-01-06,2016-01-06
3869,event,author,2004-01-08,2004-01-08
3870,maybe,category,1984-04-04,1984-04-04
3871,thank,author,1974-06-12,1974-06-12
3872,return,author,2011-04-10,2011-04-10
3873,large,category,2016-05-05,2016-05-05
3874,camera,authors,2019-07-28,2019-07-28
3875,week,category,1971-02-14,1971-02-14
3876,less,tests,2012-12-22,2012-12-22
3877,make,author,1985-04-10,1985-04-10
3878,tonight,tests,2002-11-15,2002-11-15
3879,wife,author,2006-03-04,2006-03-04
3880,write,author,1980-07-28,1980-07-28
3881,report,author,1981-06-18,1981-06-18
3882,baby,tests,2020-09-01,2020-09-01
3883,hand,tests,1975-12-03,1975-12-03
3884,think,author,1974-08-14,1974-08-14
3885,why,authors,1971-03-16,1971-03-16
3886,imagine,category,1973-04-07,1973-04-07
3887,number,tests,1975-10-15,1975-10-15
3888,tree,authors,1985-12-04,1985-12-04
3889,close,author,1977-05-16,1977-05-16
3890,boy,author,1981-09-22,1981-09-22
3891,ball,category,2005-01-23,2005-01-23
3892,audience,author,2012-08-03,2012-08-03
3893,manage,category,2008-09-01,2008-09-01
3894,evening,authors,2010-08-07,2010-08-07
3895,wonder,tests,1975-07-24,1975-07-24
3896,local,category,1985-07-05,1985-07-05
3897,campaign,tests,1979-02-02,1979-02-02
3898,card,tests,1973-06-10,1973-06-10
3899,later,author,1995-04-22,1995-04-22
3900,pretty,tests,1985-10-05,1985-10-05
3901,effort,tests,1973-01-22,1973-01-22
3902,organization,author,1982-08-06,1982-08-06
3903,trial,author,2007-09-12,2007-09-12
3904,huge,authors,2008-09-15,2008-09-15
3905,company,category,2001-01-11,2001-01-11
3906,together,author,1999-07-31,1999-07-31
3907,tough,authors,1998-12-22,1998-12-22
3908,up,category,1985-06-27,1985-06-27
3909,man,tests,1995-11-09,1995-11-09
3910,start,tests,1989-04-17,1989-04-17
3911,product,authors,1974-11-06,1974-11-06
3912,Republican,tests,1971-09-08,1971-09-08
3913,clear,category,1984-02-14,1984-02-14
3914,strategy,author,1981-03-03,1981-03-03
3915,why,authors,2016-04-23,2016-04-23
3916,run,tests,1999-07-15,1999-07-15
3917,site,author,1981-12-07,1981-12-07
3918,smile,authors,1990-09-20,1990-09-20
3919,here,authors,1970-05-10,1970-05-10
3920,debate,author,2012-08-13,2012-08-13
3921,organization,author,1982-12-20,1982-12-20
3922,manager,category,2008-03-09,2008-03-09
3923,eight,tests,1991-08-14,1991-08-14
3924,life,authors,1975-12-21,1975-12-21
3925,public,author,2003-09-18,2003-09-18
3926,receive,authors,1978-10-17,1978-10-17
3927,day,tests,2007-05-11,2007-05-11
3928,individual,tests,2008-05-17,2008-05-17
3929,interest,author,2015-11-19,2015-11-19
3930,agent,tests,1989-04-16,1989-04-16
3931,pretty,author,2006-07-30,2006-07-30
3932,chance,authors,1988-01-02,1988-01-02
3933,study,authors,1996-01-22,1996-01-22
3934,notice,authors,2006-11-10,2006-11-10
3935,plant,author,2016-03-02,2016-03-02
3936,type,tests,1979-09-29,1979-09-29
3937,think,tests,1987-06-07,1987-06-07
3938,sort,category,2007-07-27,2007-07-27
3939,both,tests,1989-06-28,1989-06-28
3940,return,author,2021-02-19,2021-02-19
3941,choose,authors,2002-08-02,2002-08-02
3942,rule,tests,2018-09-02,2018-09-02
3943,space,tests,1972-10-24,1972-10-24
3944,political,author,2019-11-28,2019-11-28
3945,special,author,1993-01-13,1993-01-13
3946,suffer,tests,2017-04-15,2017-04-15
3947,customer,author,2007-09-10,2007-09-10
3948,environmental,author,1998-10-22,1998-10-22
3949,since,category,2010-12-06,2010-12-06
3950,surface,category,2007-05-24,2007-05-24
3951,drive,author,1980-03-29,1980-03-29
3952,child,authors,1981-05-01,1981-05-01
3953,military,author,2011-01-20,2011-01-20
3954,control,authors,2005-07-21,2005-07-21
3955,carry,author,2004-09-26,2004-09-26
3956,once,author,1982-08-23,1982-08-23
3957,yet,authors,1993-06-05,1993-06-05
3958,then,authors,2002-06-23,2002-06-23
3959,base,category,2001-07-16,2001-07-16
3960,heavy,author,2007-05-11,2007-05-11
3961,begin,category,2017-07-12,2017-07-12
3962,west,authors,2010-02-05,2010-02-05
3963,write,tests,2000-11-28,2000-11-28
3964,international,tests,2016-05-17,2016-05-17
3965,local,author,1990-02-06,1990-02-06
3966,any,author,2017-09-16,2017-09-16
3967,scene,author,1992-05-22,1992-05-22
3968,quite,authors,1975-11-05,1975-11-05
3969,authority,tests,2015-08-26,2015-08-26
3970,assume,category,1973-12-17,1973-12-17
3971,deal,category,2003-03-07,2003-03-07
3972,interview,tests,2007-04-30,2007-04-30
3973,budget,author,1983-02-17,1983-02-17
3974,policy,tests,1981-06-22,1981-06-22
3975,home,author,2014-02-25,2014-02-25
3976,run,category,1994-12-27,1994-12-27
3977,their,tests,2015-11-20,2015-11-20
3978,under,authors,1980-02-13,1980-02-13
3979,current,category,2000-12-28,2000-12-28
3980,share,authors,2018-10-06,2018-10-06
3981,trial,author,1984-11-20,1984-11-20
3982,knowledge,category,1987-08-05,1987-08-05
3983,test,tests,1983-10-08,1983-10-08
3984,admit,category,2016-04-19,2016-04-19
3985,successful,category,2019-09-03,2019-09-03
3986,trade,category,1972-10-15,1972-10-15
3987,still,author,2000-03-31,2000-03-31
3988,range,category,1973-08-20,1973-08-20
3989,less,category,1984-06-24,1984-06-24
3990,college,authors,1973-10-21,1973-10-21
3991,voice,tests,1998-03-10,1998-03-10
3992,person,author,2010-08-16,2010-08-16
3993,shoulder,author,1986-04-03,1986-04-03
3994,money,tests,1976-02-13,1976-02-13
3995,service,category,2020-05-14,2020-05-14
3996,peace,authors,1985-05-27,1985-05-27
3997,final,author,1992-06-11,1992-06-11
3998,figure,authors,1988-09-18,1988-09-18
3999,key,authors,1978-11-12,1978-11-12
4000,wind,category,1989-12-27,1989-12-27
4001,line,author,1995-07-20,1995-07-20
4002,debate,author,2013-07-23,2013-07-23
4003,get,category,2003-11-01,2003-11-01
4004,article,authors,1990-12-15,1990-12-15
4005,deal,author,1990-07-07,1990-07-07
4006,same,tests,2010-05-02,2010-05-02
4007,several,category,1974-03-29,1974-03-29
4008,century,authors,1971-07-31,1971-07-31
4009,teacher,author,2015-05-12,2015-05-12
4010,western,author,1984-06-11,1984-06-11
4011,direction,author,2020-12-04,2020-12-04
4012,contain,author,1986-03-01,1986-03-01
4013,its,tests,2013-06-09,2013-06-09
4014,performance,category,2018-11-21,2018-11-21
4015,meeting,author,2013-07-03,2013-07-03
4016,contain,authors,2010-11-18,2010-11-18
4017,condition,authors,1999-01-20,1999-01-20
4018,smile,tests,1983-02-10,1983-02-10
4019,middle,authors,2007-10-04,2007-10-04
4020,several,author,1970-11-15,1970-11-15
4021,be,tests,1980-10-03,1980-10-03
4022,dinner,author,1995-08-01,1995-08-01
4023,house,author,2008-01-21,2008-01-21
4024,wife,author,1984-05-10,1984-05-10
4025,someone,category,2003-08-17,2003-08-17
4026,almost,authors,1984-07-02,1984-07-02
4027,collection,category,1998-10-17,1998-10-17
4028,religious,category,2010-12-29,2010-12-29
4029,foot,tests,2020-06-19,2020-06-19
4030,throughout,authors,1981-02-10,1981-02-10
4031,avoid,category,1972-06-18,1972-06-18
4032,write,category,1979-05-29,1979-05-29
4033,whole,category,1997-07-27,1997-07-27
4034,expect,authors,2017-07-22,2017-07-22
4035,hit,author,2002-01-02,2002-01-02
4036,land,author,1998-09-10,1998-09-10
4037,fund,author,2006-12-22,2006-12-22
4038,mouth,tests,2010-08-25,2010-08-25
4039,finish,author,1973-08-23,1973-08-23
4040,couple,tests,1983-09-13,1983-09-13
4041,eight,tests,1984-12-30,1984-12-30
4042,professional,authors,2009-05-11,2009-05-11
4043,late,category,1974-06-10,1974-06-10
4044,too,category,1981-07-05,1981-07-05
4045,they,authors,1981-08-31,1981-08-31
4046,southern,category,1997-08-06,1997-08-06
4047,including,authors,1999-06-28,1999-06-28
4048,man,tests,2000-11-23,2000-11-23
4049,prove,tests,1991-07-18,1991-07-18
4050,most,authors,1988-04-16,1988-04-16
4051,government,tests,1974-09-22,1974-09-22
4052,more,author,1993-01-30,1993-01-30
4053,religious,category,1984-05-14,1984-05-14
4054,he,authors,2021-01-20,2021-01-20
4055,just,authors,1980-03-01,1980-03-01
4056,dark,category,2001-08-16,2001-08-16
4057,century,tests,2009-05-27,2009-05-27
4058,partner,tests,1999-01-26,1999-01-26
4059,control,authors,1984-11-24,1984-11-24
4060,toward,author,1987-07-28,1987-07-28
4061,wear,author,1988-08-25,1988-08-25
4062,mission,authors,2011-02-08,2011-02-08
4063,interview,authors,1998-01-15,1998-01-15
4064,agreement,author,1994-10-25,1994-10-25
4065,her,tests,2000-08-05,2000-08-05
4066,skill,category,1992-02-21,1992-02-21
4067,no,author,1976-06-07,1976-06-07
4068,different,tests,1984-07-31,1984-07-31
4069,hotel,authors,2014-11-30,2014-11-30
4070,hear,authors,1981-09-20,1981-09-20
4071,now,tests,2000-03-07,2000-03-07
4072,present,category,1974-07-24,1974-07-24
4073,cup,author,1994-04-03,1994-04-03
4074,deal,authors,1980-04-24,1980-04-24
4075,box,author,2004-08-05,2004-08-05
4076,include,authors,1995-04-19,1995-04-19
4077,candidate,category,2016-04-13,2016-04-13
4078,person,authors,1976-02-10,1976-02-10
4079,up,author,2004-05-31,2004-05-31
4080,sit,author,1984-01-21,1984-01-21
4081,program,category,1981-11-13,1981-11-13
4082,media,category,2001-04-29,2001-04-29
4083,office,tests,2014-02-09,2014-02-09
4084,produce,authors,1980-04-05,1980-04-05
4085,show,authors,1995-05-18,1995-05-18
4086,woman,author,1981-11-28,1981-11-28
4087,head,tests,2014-03-05,2014-03-05
4088,new,tests,1977-05-09,1977-05-09
4089,way,authors,1988-11-15,1988-11-15
4090,character,authors,1987-01-04,1987-01-04
4091,door,authors,1979-05-03,1979-05-03
4092,between,authors,1990-04-22,1990-04-22
4093,indeed,tests,2019-11-08,2019-11-08
4094,though,author,1984-03-23,1984-03-23
4095,find,author,1982-09-07,1982-09-07
4096,mention,tests,1975-01-19,1975-01-19
4097,resource,author,1982-09-28,1982-09-28
4098,usually,authors,1986-07-15,1986-07-15
4099,Mrs,author,1981-01-09,1981-01-09
4100,want,category,2011-12-26,2011-12-26
4101,base,authors,1989-12-04,1989-12-04
4102,Mr,authors,1983-02-07,1983-02-07
4103,owner,category,2020-05-07,2020-05-07
4104,answer,tests,2004-11-07,2004-11-07
4105,strategy,authors,2007-01-25,2007-01-25
4106,bank,author,1990-09-03,1990-09-03
4107,act,category,1981-09-05,1981-09-05
4108,task,authors,2013-06-27,2013-06-27
4109,career,authors,2011-03-13,2011-03-13
4110,not,authors,1981-07-13,1981-07-13
4111,improve,author,2007-07-19,2007-07-19
4112,certain,authors,1993-06-22,1993-06-22
4113,drug,authors,1972-08-10,1972-08-10
4114,style,authors,2001-05-01,2001-05-01
4115,ten,author,2001-03-03,2001-03-03
4116,husband,authors,1990-06-01,1990-06-01
4117,arm,category,1985-11-23,1985-11-23
4118,scene,category,1994-02-28,1994-02-28
4119,quite,author,1971-05-10,1971-05-10
4120,unit,tests,1984-10-03,1984-10-03
4121,soldier,authors,2010-03-26,2010-03-26
4122,wind,author,1977-11-18,1977-11-18
4123,say,author,2017-06-30,2017-06-30
4124,financial,author,1999-07-08,1999-07-08
4125,animal,author,1973-08-22,1973-08-22
4126,why,authors,1994-06-25,1994-06-25
4127,success,author,2012-12-26,2012-12-26
4128,society,tests,2002-01-14,2002-01-14
4129,national,author,1990-06-01,1990-06-01
4130,this,tests,1983-11-07,1983-11-07
4131,tonight,author,1971-07-26,1971-07-26
4132,beat,category,2000-06-06,2000-06-06
4133,majority,author,2003-08-01,2003-08-01
4134,already,author,2021-01-16,2021-01-16
4135,class,tests,2005-04-15,2005-04-15
4136,while,author,2018-06-27,2018-06-27
4137,others,category,1996-12-28,1996-12-28
4138,cause,category,1988-06-14,1988-06-14
4139,vote,tests,1998-03-24,1998-03-24
4140,star,author,1989-07-20,1989-07-20
4141,card,category,1998-01-25,1998-01-25
4142,morning,tests,1972-11-18,1972-11-18
4143,participant,authors,1995-06-04,1995-06-04
4144,simple,tests,1999-12-04,1999-12-04
4145,activity,category,2018-10-11,2018-10-11
4146,anything,author,1984-05-11,1984-05-11
4147,drug,authors,1998-08-07,1998-08-07
4148,bank,category,1990-11-13,1990-11-13
4149,management,tests,1979-06-03,1979-06-03
4150,then,category,2006-12-28,2006-12-28
4151,power,authors,1977-03-12,1977-03-12
4152,allow,category,1977-10-07,1977-10-07
4153,head,authors,2005-05-21,2005-05-21
4154,rate,authors,1991-07-24,1991-07-24
4155,Mr,tests,1976-12-08,1976-12-08
4156,music,authors,1982-01-13,1982-01-13
4157,candidate,tests,1983-01-14,1983-01-14
4158,western,category,1981-08-21,1981-08-21
4159,many,category,2020-09-29,2020-09-29
4160,TV,author,1991-11-22,1991-11-22
4161,four,tests,1996-11-21,1996-11-21
4162,within,tests,1977-07-10,1977-07-10
4163,hold,author,2008-08-04,2008-08-04
4164,music,tests,1983-08-18,1983-08-18
4165,result,tests,2007-10-11,2007-10-11
4166,safe,tests,2021-01-21,2021-01-21
4167,green,category,2010-06-05,2010-06-05
4168,anyone,category,2020-12-01,2020-12-01
4169,production,author,2003-10-14,2003-10-14
4170,already,author,1975-09-23,1975-09-23
4171,sound,category,2014-03-29,2014-03-29
4172,value,category,2003-08-17,2003-08-17
4173,mother,category,1977-12-26,1977-12-26
4174,blue,category,2018-12-12,2018-12-12
4175,catch,category,2018-09-16,2018-09-16
4176,whom,category,1987-03-02,1987-03-02
4177,though,authors,1982-11-25,1982-11-25
4178,image,category,1989-04-03,1989-04-03
4179,case,tests,2000-08-04,2000-08-04
4180,offer,category,2016-07-20,2016-07-20
4181,TV,authors,2020-04-13,2020-04-13
4182,thank,author,1987-12-24,1987-12-24
4183,cover,authors,2012-09-24,2012-09-24
4184,character,author,1978-10-30,1978-10-30
4185,money,author,1970-02-19,1970-02-19
4186,medical,author,2014-12-26,2014-12-26
4187,doctor,author,2008-02-07,2008-02-07
4188,cup,category,1998-05-03,1998-05-03
4189,far,tests,1976-04-15,1976-04-15
4190,become,category,1991-02-23,1991-02-23
4191,ready,author,1982-09-09,1982-09-09
4192,major,category,1986-01-29,1986-01-29
4193,girl,author,2011-05-02,2011-05-02
4194,threat,author,2008-12-29,2008-12-29
4195,beat,author,1986-01-27,1986-01-27
4196,message,author,1995-09-14,1995-09-14
4197,low,authors,2007-04-04,2007-04-04
4198,deep,category,1999-04-28,1999-04-28
4199,Democrat,category,1978-02-12,1978-02-12
4200,lose,author,2004-12-11,2004-12-11
4201,concern,category,1975-11-05,1975-11-05
4202,party,authors,2019-03-31,2019-03-31
4203,soon,author,1996-12-28,1996-12-28
4204,hair,tests,2013-05-01,2013-05-01
4205,road,tests,1994-10-10,1994-10-10
4206,economy,author,1971-08-02,1971-08-02
4207,person,authors,2010-01-16,2010-01-16
4208,network,category,1997-04-07,1997-04-07
4209,project,tests,2002-06-14,2002-06-14
4210,Mr,author,1973-11-07,1973-11-07
4211,bill,category,2015-03-07,2015-03-07
4212,present,tests,1982-09-26,1982-09-26
4213,month,category,1979-02-16,1979-02-16
4214,mean,tests,1986-01-08,1986-01-08
4215,short,author,2020-03-22,2020-03-22
4216,environmental,tests,1995-02-07,1995-02-07
4217,discussion,tests,2019-02-27,2019-02-27
4218,nothing,category,1991-12-23,1991-12-23
4219,drive,author,1996-09-24,1996-09-24
4220,analysis,authors,2011-03-22,2011-03-22
4221,just,tests,1977-05-17,1977-05-17
4222,box,category,1974-02-13,1974-02-13
4223,professional,author,1971-09-11,1971-09-11
4224,different,tests,2020-09-07,2020-09-07
4225,suffer,category,1986-08-09,1986-08-09
4226,medical,authors,1982-01-25,1982-01-25
4227,find,tests,2020-10-05,2020-10-05
4228,law,authors,1977-03-27,1977-03-27
4229,price,tests,1994-11-01,1994-11-01
4230,person,author,1997-12-07,1997-12-07
4231,wife,author,1974-08-04,1974-08-04
4232,itself,category,1993-10-13,1993-10-13
4233,class,authors,2017-01-29,2017-01-29
4234,out,tests,1999-07-25,1999-07-25
4235,president,tests,1988-01-24,1988-01-24
4236,coach,authors,2013-10-10,2013-10-10
4237,involve,category,2011-05-14,2011-05-14
4238,front,authors,2009-08-12,2009-08-12
4239,practice,author,2001-02-20,2001-02-20
4240,loss,author,1989-11-13,1989-11-13
4241,now,category,1989-01-19,1989-01-19
4242,city,author,2002-07-15,2002-07-15
4243,kid,author,1990-05-04,1990-05-04
4244,organization,authors,1976-02-13,1976-02-13
4245,plan,authors,1987-12-30,1987-12-30
4246,trip,author,1990-09-24,1990-09-24
4247,research,tests,1992-04-28,1992-04-28
4248,democratic,category,2016-10-30,2016-10-30
4249,you,author,2012-08-17,2012-08-17
4250,late,tests,2015-12-01,2015-12-01
4251,bad,author,1996-08-08,1996-08-08
4252,happen,author,2009-03-18,2009-03-18
4253,often,authors,1985-12-06,1985-12-06
4254,group,author,1975-07-08,1975-07-08
4255,source,authors,2017-07-05,2017-07-05
4256,show,authors,1980-09-04,1980-09-04
4257,school,tests,1978-05-17,1978-05-17
4258,base,author,2001-10-31,2001-10-31
4259,civil,author,2010-03-06,2010-03-06
4260,might,author,1997-03-31,1997-03-31
4261,tell,authors,1988-08-10,1988-08-10
4262,nature,author,1987-07-28,1987-07-28
4263,realize,author,1988-06-04,1988-06-04
4264,not,category,2016-02-25,2016-02-25
4265,mind,author,2014-11-23,2014-11-23
4266,close,author,2017-03-29,2017-03-29
4267,her,author,2017-06-11,2017-06-11
4268,contain,tests,2007-07-13,2007-07-13
4269,majority,authors,1978-04-15,1978-04-15
4270,sing,category,2008-03-26,2008-03-26
4271,bar,authors,2013-12-19,2013-12-19
4272,fight,category,2002-09-22,2002-09-22
4273,store,tests,1983-08-20,1983-08-20
4274,family,authors,1999-11-09,1999-11-09
4275,media,authors,2017-10-08,2017-10-08
4276,by,authors,1984-01-22,1984-01-22
4277,picture,category,1987-10-18,1987-10-18
4278,deep,author,1991-02-03,1991-02-03
4279,fight,category,2020-09-02,2020-09-02
4280,camera,tests,2012-11-11,2012-11-11
4281,manage,authors,1971-02-26,1971-02-26
4282,around,category,2016-01-14,2016-01-14
4283,degree,author,1986-11-07,1986-11-07
4284,firm,authors,1992-08-18,1992-08-18
4285,same,tests,1971-02-21,1971-02-21
4286,federal,authors,1994-09-19,1994-09-19
4287,glass,tests,2008-01-04,2008-01-04
4288,reveal,category,2012-11-25,2012-11-25
4289,military,author,2018-02-23,2018-02-23
4290,avoid,authors,2001-02-19,2001-02-19
4291,house,authors,2009-08-09,2009-08-09
4292,year,author,1970-06-16,1970-06-16
4293,strategy,authors,1972-06-27,1972-06-27
4294,scientist,tests,1974-04-04,1974-04-04
4295,exist,category,2019-09-25,2019-09-25
4296,dark,category,2014-11-17,2014-11-17
4297,nor,authors,2010-09-10,2010-09-10
4298,board,authors,1998-12-17,1998-12-17
4299,wall,author,2008-11-12,2008-11-12
4300,process,category,1987-09-12,1987-09-12
4301,those,tests,1991-05-24,1991-05-24
4302,this,authors,2013-03-31,2013-03-31
4303,seek,tests,2017-09-07,2017-09-07
4304,price,authors,1998-04-20,1998-04-20
4305,fine,author,1976-08-02,1976-08-02
4306,analysis,author,1974-03-17,1974-03-17
4307,good,tests,2014-11-23,2014-11-23
4308,else,author,1990-11-24,1990-11-24
4309,yourself,category,2017-05-18,2017-05-18
4310,future,author,1990-02-24,1990-02-24
4311,able,author,1996-12-14,1996-12-14
4312,quite,authors,1990-11-30,1990-11-30
4313,realize,tests,1972-07-10,1972-07-10
4314,over,category,1989-06-01,1989-06-01
4315,high,author,2006-11-04,2006-11-04
4316,money,author,2001-09-29,2001-09-29
4317,power,tests,2010-05-31,2010-05-31
4318,owner,authors,1998-05-11,1998-05-11
4319,seat,authors,1981-01-27,1981-01-27
4320,professor,author,1995-02-05,1995-02-05
4321,success,authors,1999-01-23,1999-01-23
4322,read,author,1999-11-03,1999-11-03
4323,paper,authors,1987-05-18,1987-05-18
4324,list,authors,2003-06-26,2003-06-26
4325,how,authors,2019-08-29,2019-08-29
4326,return,authors,2015-02-20,2015-02-20
4327,common,category,2017-02-03,2017-02-03
4328,friend,category,2016-09-25,2016-09-25
4329,grow,category,2006-10-04,2006-10-04
4330,worker,tests,2005-08-06,2005-08-06
4331,against,authors,1993-04-03,1993-04-03
4332,part,author,2000-12-04,2000-12-04
4333,other,tests,2010-02-20,2010-02-20
4334,another,author,2003-06-08,2003-06-08
4335,large,author,2007-12-14,2007-12-14
4336,strategy,tests,1974-04-14,1974-04-14
4337,change,author,2008-02-09,2008-02-09
4338,admit,authors,1981-02-16,1981-02-16
4339,ability,category,1987-08-06,1987-08-06
4340,could,category,2004-02-23,2004-02-23
4341,something,author,1989-12-23,1989-12-23
4342,town,author,2001-11-18,2001-11-18
4343,system,tests,2006-04-05,2006-04-05
4344,democratic,tests,2008-12-15,2008-12-15
4345,off,tests,1985-01-14,1985-01-14
4346,doctor,tests,2011-01-08,2011-01-08
4347,under,author,1977-11-15,1977-11-15
4348,TV,category,2004-10-20,2004-10-20
4349,fall,category,2001-02-10,2001-02-10
4350,meeting,author,1988-12-16,1988-12-16
4351,property,author,2006-12-20,2006-12-20
4352,speak,authors,2017-10-08,2017-10-08
4353,easy,category,1987-12-14,1987-12-14
4354,their,category,1970-09-07,1970-09-07
4355,should,author,1974-11-12,1974-11-12
4356,approach,tests,1982-01-06,1982-01-06
4357,best,tests,2009-10-22,2009-10-22
4358,manage,authors,2019-01-25,2019-01-25
4359,fall,author,1998-07-26,1998-07-26
4360,film,authors,1977-12-21,1977-12-21
4361,my,category,1975-09-16,1975-09-16
4362,program,authors,1972-08-24,1972-08-24
4363,edge,author,1983-09-28,1983-09-28
4364,wide,category,2000-09-11,2000-09-11
4365,wind,author,2000-02-19,2000-02-19
4366,issue,tests,1973-02-18,1973-02-18
4367,among,category,2003-10-25,2003-10-25
4368,property,author,1997-03-13,1997-03-13
4369,choice,authors,2020-07-05,2020-07-05
4370,expect,author,2019-04-14,2019-04-14
4371,read,category,2020-06-21,2020-06-21
4372,and,authors,1998-08-20,1998-08-20
4373,clear,authors,1994-02-19,1994-02-19
4374,here,tests,2016-03-12,2016-03-12
4375,control,author,2001-10-29,2001-10-29
4376,language,tests,1997-10-29,1997-10-29
4377,oil,category,1983-04-29,1983-04-29
4378,some,authors,2007-01-22,2007-01-22
4379,visit,category,1983-02-09,1983-02-09
4380,fear,author,1994-10-19,1994-10-19
4381,by,tests,1988-09-02,1988-09-02
4382,full,author,2002-07-19,2002-07-19
4383,if,tests,2006-04-22,2006-04-22
4384,five,authors,1984-01-18,1984-01-18
4385,morning,tests,1970-04-13,1970-04-13
4386,house,authors,1988-02-06,1988-02-06
4387,president,tests,2009-11-11,2009-11-11
4388,daughter,authors,1974-11-21,1974-11-21
4389,plan,authors,1974-11-12,1974-11-12
4390,within,author,2011-09-08,2011-09-08
4391,special,author,2015-12-15,2015-12-15
4392,throughout,tests,2012-06-07,2012-06-07
4393,break,category,1997-10-08,1997-10-08
4394,tough,tests,1975-07-21,1975-07-21
4395,find,authors,2013-02-04,2013-02-04
4396,from,tests,1997-09-10,1997-09-10
4397,two,author,1997-06-25,1997-06-25
4398,notice,category,1973-04-08,1973-04-08
4399,entire,author,2003-05-04,2003-05-04
4400,brother,tests,1970-08-07,1970-08-07
4401,trouble,category,1975-12-08,1975-12-08
4402,short,author,2018-10-31,2018-10-31
4403,interest,category,2012-02-25,2012-02-25
4404,business,category,1972-11-04,1972-11-04
4405,that,author,1973-01-04,1973-01-04
4406,through,tests,2020-08-21,2020-08-21
4407,provide,category,1989-05-26,1989-05-26
4408,grow,authors,2002-01-13,2002-01-13
4409,program,authors,2012-05-05,2012-05-05
4410,small,authors,1994-07-21,1994-07-21
4411,hard,author,1977-10-26,1977-10-26
4412,moment,author,1976-04-26,1976-04-26
4413,analysis,tests,2002-12-07,2002-12-07
4414,hold,authors,1985-08-21,1985-08-21
4415,team,tests,1997-02-16,1997-02-16
4416,others,category,2005-04-12,2005-04-12
4417,want,author,2013-07-24,2013-07-24
4418,rather,authors,1997-12-09,1997-12-09
4419,drop,authors,1999-03-01,1999-03-01
4420,they,category,1995-09-12,1995-09-12
4421,long,authors,2000-09-26,2000-09-26
4422,maybe,category,1981-10-12,1981-10-12
4423,whole,tests,1981-08-04,1981-08-04
4424,floor,authors,1999-08-07,1999-08-07
4425,white,authors,1984-05-03,1984-05-03
4426,that,tests,1986-10-12,1986-10-12
4427,hold,category,1992-07-27,1992-07-27
4428,drive,category,1992-05-15,1992-05-15
4429,beautiful,author,1977-04-25,1977-04-25
4430,close,author,1983-03-07,1983-03-07
4431,report,tests,1999-12-03,1999-12-03
4432,reflect,tests,2007-08-03,2007-08-03
4433,personal,tests,1970-08-16,1970-08-16
4434,air,author,1991-05-16,1991-05-16
4435,rather,tests,2002-04-08,2002-04-08
4436,strategy,author,1977-08-20,1977-08-20
4437,item,tests,1986-10-09,1986-10-09
4438,drop,category,1999-07-31,1999-07-31
4439,across,category,1979-07-01,1979-07-01
4440,service,tests,1992-02-23,1992-02-23
4441,quite,category,2020-09-13,2020-09-13
4442,for,category,2018-05-16,2018-05-16
4443,response,category,2010-01-10,2010-01-10
4444,finally,tests,1972-03-28,1972-03-28
4445,door,author,2008-01-18,2008-01-18
4446,to,category,2016-06-11,2016-06-11
4447,she,tests,2002-10-07,2002-10-07
4448,expert,author,1992-07-16,1992-07-16
4449,guess,author,1974-06-11,1974-06-11
4450,on,category,2015-10-07,2015-10-07
4451,control,authors,2020-09-05,2020-09-05
4452,certainly,author,2005-10-11,2005-10-11
4453,particular,author,2005-05-12,2005-05-12
4454,determine,tests,2017-04-14,2017-04-14
4455,boy,tests,1975-01-21,1975-01-21
4456,these,authors,1994-10-30,1994-10-30
4457,material,category,1987-01-19,1987-01-19
4458,training,author,1998-04-01,1998-04-01
4459,spend,tests,2013-12-20,2013-12-20
4460,these,authors,2018-04-29,2018-04-29
4461,natural,authors,1997-05-27,1997-05-27
4462,bit,tests,2014-01-24,2014-01-24
4463,treat,authors,1993-10-31,1993-10-31
4464,others,category,1992-02-09,1992-02-09
4465,nothing,authors,2010-01-12,2010-01-12
4466,machine,tests,1998-01-15,1998-01-15
4467,mother,authors,2003-03-12,2003-03-12
4468,majority,tests,2011-08-27,2011-08-27
4469,tough,tests,1995-07-10,1995-07-10
4470,politics,tests,1988-02-15,1988-02-15
4471,summer,author,1986-03-03,1986-03-03
4472,big,tests,1975-02-17,1975-02-17
4473,drug,category,1975-10-13,1975-10-13
4474,how,tests,2017-10-21,2017-10-21
4475,kid,category,1974-12-29,1974-12-29
4476,similar,author,1970-04-13,1970-04-13
4477,religious,author,2009-08-05,2009-08-05
4478,occur,author,1985-06-08,1985-06-08
4479,water,authors,1987-05-16,1987-05-16
4480,gas,category,1970-01-25,1970-01-25
4481,song,authors,1999-04-03,1999-04-03
4482,character,category,1976-08-29,1976-08-29
4483,store,authors,1991-04-09,1991-04-09
4484,PM,tests,1991-12-15,1991-12-15
4485,wonder,tests,1985-07-13,1985-07-13
4486,hundred,author,2005-10-19,2005-10-19
4487,trade,tests,2006-06-11,2006-06-11
4488,admit,authors,2006-03-09,2006-03-09
4489,kind,category,1990-05-19,1990-05-19
