id,s_id,a_id,created_at,upated_at
11972,4025,191,1993-03-23,1993-03-23
11973,4026,3021,1989-12-25,1989-12-25
11974,4026,228,2000-11-28,2000-11-28
11975,4026,902,1998-04-29,1998-04-29
11976,4026,1084,1981-05-14,1981-05-14
11977,4027,189,2005-06-22,2005-06-22
11978,4027,3095,2011-07-11,2011-07-11
11979,4027,2041,1974-01-28,1974-01-28
11980,4027,3831,2002-02-05,2002-02-05
11981,4028,3830,1993-05-03,1993-05-03
11982,4028,4087,1995-04-20,1995-04-20
11983,4029,2617,1985-12-18,1985-12-18
11984,4029,3965,1971-09-02,1971-09-02
11985,4029,577,2013-10-06,2013-10-06
11986,4029,1603,1981-12-28,1981-12-28
11987,4030,4949,2018-02-10,2018-02-10
11988,4030,2622,1991-07-09,1991-07-09
11989,4030,4300,2007-03-08,2007-03-08
11990,4030,3682,1991-05-10,1991-05-10
11991,4031,3120,1989-06-05,1989-06-05
11992,4032,2804,2014-04-25,2014-04-25
11993,4032,3482,1999-07-18,1999-07-18
11994,4032,2540,1993-11-08,1993-11-08
11995,4032,2154,1986-02-16,1986-02-16
11996,4032,3646,2004-09-08,2004-09-08
11997,4033,1798,1992-06-19,1992-06-19
11998,4033,4252,1989-06-25,1989-06-25
11999,4034,2274,1989-10-11,1989-10-11
12000,4035,1875,2020-12-13,2020-12-13
12001,4035,4306,2002-04-02,2002-04-02
12002,4035,3931,1972-06-21,1972-06-21
12003,4035,2842,1980-05-04,1980-05-04
12004,4036,3,1984-11-13,1984-11-13
12005,4036,2726,1987-09-07,1987-09-07
12006,4036,3067,1995-08-21,1995-08-21
12007,4037,2808,2013-01-08,2013-01-08
12008,4037,2656,1972-02-24,1972-02-24
12009,4037,2984,2004-07-29,2004-07-29
12010,4037,4419,1989-08-22,1989-08-22
12011,4037,826,2012-07-19,2012-07-19
12012,4038,4018,1975-05-26,1975-05-26
12013,4038,4833,2010-05-05,2010-05-05
12014,4038,177,2000-03-14,2000-03-14
12015,4038,719,2014-12-23,2014-12-23
12016,4038,4450,1970-12-28,1970-12-28
12017,4039,842,1995-09-02,1995-09-02
12018,4039,4294,1972-07-10,1972-07-10
12019,4039,1781,1977-04-11,1977-04-11
12020,4039,976,2017-12-20,2017-12-20
12021,4039,591,1986-03-06,1986-03-06
12022,4040,1389,2007-11-13,2007-11-13
12023,4040,3450,2001-10-19,2001-10-19
12024,4040,4936,1983-09-23,1983-09-23
12025,4040,4637,2015-02-21,2015-02-21
12026,4041,4805,1989-01-25,1989-01-25
12027,4041,3973,1981-04-25,1981-04-25
12028,4041,3737,1984-07-23,1984-07-23
12029,4041,4049,1991-06-11,1991-06-11
12030,4042,4074,1992-08-07,1992-08-07
12031,4042,3958,1991-04-05,1991-04-05
12032,4042,3516,1996-01-07,1996-01-07
12033,4042,624,1997-06-03,1997-06-03
12034,4043,683,1978-05-24,1978-05-24
12035,4043,2964,1982-09-05,1982-09-05
12036,4043,2571,1976-12-25,1976-12-25
12037,4044,4547,1972-02-13,1972-02-13
12038,4044,30,1994-07-05,1994-07-05
12039,4045,2936,1979-04-22,1979-04-22
12040,4045,4682,1987-08-18,1987-08-18
12041,4046,3813,2014-01-05,2014-01-05
12042,4047,4383,2021-01-26,2021-01-26
12043,4048,917,2017-11-06,2017-11-06
12044,4048,2199,1990-08-30,1990-08-30
12045,4049,2353,2010-08-23,2010-08-23
12046,4049,2945,2009-09-19,2009-09-19
12047,4049,4673,1989-12-10,1989-12-10
12048,4049,336,1987-09-06,1987-09-06
12049,4049,3087,2001-04-25,2001-04-25
12050,4050,3303,1988-02-15,1988-02-15
12051,4050,1071,1983-02-23,1983-02-23
12052,4050,2730,1983-06-06,1983-06-06
12053,4050,209,1995-07-11,1995-07-11
12054,4050,3816,1984-02-24,1984-02-24
12055,4051,1259,2004-05-01,2004-05-01
12056,4051,3637,1976-08-15,1976-08-15
12057,4051,195,1996-02-24,1996-02-24
12058,4051,365,1981-08-05,1981-08-05
12059,4052,3723,1976-11-07,1976-11-07
12060,4053,1192,1997-09-06,1997-09-06
12061,4053,1258,1991-11-11,1991-11-11
12062,4054,4914,1991-07-16,1991-07-16
12063,4054,4476,1990-07-09,1990-07-09
12064,4054,4485,1980-05-25,1980-05-25
12065,4054,4036,2013-12-22,2013-12-22
12066,4055,4728,2003-06-02,2003-06-02
12067,4055,1738,1998-12-12,1998-12-12
12068,4056,2274,1978-03-25,1978-03-25
12069,4056,1731,1998-04-21,1998-04-21
12070,4056,2512,2007-06-02,2007-06-02
12071,4056,1840,1971-07-07,1971-07-07
12072,4057,449,1997-05-22,1997-05-22
12073,4057,1603,2014-10-27,2014-10-27
12074,4057,1072,1991-06-05,1991-06-05
12075,4057,4574,2000-11-09,2000-11-09
12076,4057,1192,2011-08-10,2011-08-10
12077,4058,3350,2014-06-18,2014-06-18
12078,4058,2232,2011-01-03,2011-01-03
12079,4058,4869,2015-07-02,2015-07-02
12080,4058,115,1987-08-08,1987-08-08
12081,4059,3644,2017-08-08,2017-08-08
12082,4060,3779,1990-05-30,1990-05-30
12083,4060,40,1997-07-16,1997-07-16
12084,4060,3838,1988-11-29,1988-11-29
12085,4061,2348,2002-01-17,2002-01-17
12086,4061,3465,2007-06-15,2007-06-15
12087,4061,1754,2012-09-17,2012-09-17
12088,4062,4931,2005-02-15,2005-02-15
12089,4062,4680,1975-02-23,1975-02-23
12090,4063,1696,2011-06-10,2011-06-10
12091,4063,4740,2020-11-29,2020-11-29
12092,4064,3852,1973-11-10,1973-11-10
12093,4064,2950,2005-03-27,2005-03-27
12094,4065,362,2016-05-10,2016-05-10
12095,4065,2251,2016-04-20,2016-04-20
12096,4066,4352,1980-11-05,1980-11-05
12097,4066,4524,1972-06-28,1972-06-28
12098,4066,3784,2004-09-13,2004-09-13
12099,4066,2915,2018-02-20,2018-02-20
12100,4067,4461,1977-07-21,1977-07-21
12101,4068,4169,1998-04-05,1998-04-05
12102,4068,2438,1973-09-29,1973-09-29
12103,4068,1016,1995-09-11,1995-09-11
12104,4069,4554,2006-02-21,2006-02-21
12105,4069,1750,2016-05-03,2016-05-03
12106,4069,648,2018-01-17,2018-01-17
12107,4070,4925,1995-02-28,1995-02-28
12108,4071,277,1987-05-28,1987-05-28
12109,4072,4858,1974-07-16,1974-07-16
12110,4072,1381,1994-11-18,1994-11-18
12111,4072,2499,1982-07-05,1982-07-05
12112,4072,3694,2013-09-30,2013-09-30
12113,4073,4638,1975-09-06,1975-09-06
12114,4074,4089,2009-11-27,2009-11-27
12115,4074,2536,1984-02-15,1984-02-15
12116,4074,3425,2003-06-14,2003-06-14
12117,4075,382,1992-09-20,1992-09-20
12118,4075,4355,1993-10-21,1993-10-21
12119,4075,3619,2005-12-08,2005-12-08
12120,4075,4279,2020-10-18,2020-10-18
12121,4075,2307,2017-08-01,2017-08-01
12122,4076,2650,1985-08-06,1985-08-06
12123,4076,4211,2001-08-27,2001-08-27
12124,4076,4825,2008-11-24,2008-11-24
12125,4077,73,1979-12-23,1979-12-23
12126,4077,3988,2020-01-17,2020-01-17
12127,4077,4075,1972-02-27,1972-02-27
12128,4078,3957,1993-05-01,1993-05-01
12129,4078,4808,2001-04-24,2001-04-24
12130,4078,4598,1992-01-19,1992-01-19
12131,4078,3227,1999-07-11,1999-07-11
12132,4078,4718,1980-11-29,1980-11-29
12133,4079,3704,1997-06-08,1997-06-08
12134,4079,4211,1994-08-14,1994-08-14
12135,4079,3924,1974-01-26,1974-01-26
12136,4079,4815,1995-04-11,1995-04-11
12137,4079,4230,2012-04-05,2012-04-05
12138,4080,735,2016-10-09,2016-10-09
12139,4081,2964,2015-06-08,2015-06-08
12140,4081,3937,1993-03-13,1993-03-13
12141,4081,2416,2002-09-18,2002-09-18
12142,4081,4710,2020-05-02,2020-05-02
12143,4081,1396,1973-07-14,1973-07-14
12144,4082,3906,1997-07-25,1997-07-25
12145,4082,225,2004-05-03,2004-05-03
12146,4083,4912,2006-03-13,2006-03-13
12147,4084,897,1982-03-12,1982-03-12
12148,4084,3369,2017-09-15,2017-09-15
12149,4085,874,1993-10-15,1993-10-15
12150,4085,4270,1999-03-22,1999-03-22
12151,4085,3474,1977-01-07,1977-01-07
12152,4085,4347,1984-04-09,1984-04-09
12153,4086,4646,2020-12-19,2020-12-19
12154,4086,1844,2005-08-21,2005-08-21
12155,4086,4416,2000-10-24,2000-10-24
12156,4086,2206,2008-01-30,2008-01-30
12157,4086,806,1973-03-22,1973-03-22
12158,4087,3232,1994-05-02,1994-05-02
12159,4087,687,1972-07-19,1972-07-19
12160,4088,864,1977-07-24,1977-07-24
12161,4088,1951,1999-05-19,1999-05-19
12162,4088,149,1992-05-17,1992-05-17
12163,4088,2543,1982-06-26,1982-06-26
12164,4088,595,2000-03-10,2000-03-10
12165,4089,3061,2004-08-06,2004-08-06
12166,4089,1842,2014-06-30,2014-06-30
12167,4089,651,2013-05-22,2013-05-22
12168,4089,2428,1983-10-22,1983-10-22
12169,4089,3417,1984-04-02,1984-04-02
12170,4090,1662,2002-09-15,2002-09-15
12171,4090,385,1998-07-04,1998-07-04
12172,4090,1491,2007-04-23,2007-04-23
12173,4090,2333,1985-02-27,1985-02-27
12174,4091,865,2002-03-12,2002-03-12
12175,4092,673,1993-07-23,1993-07-23
12176,4092,785,1975-08-07,1975-08-07
12177,4092,3308,2011-12-11,2011-12-11
12178,4093,3315,1983-05-11,1983-05-11
12179,4094,1912,2011-01-07,2011-01-07
12180,4094,1608,1985-10-20,1985-10-20
12181,4094,4276,2014-05-15,2014-05-15
12182,4094,1932,1989-04-29,1989-04-29
12183,4095,27,1979-03-14,1979-03-14
12184,4095,1081,1976-09-15,1976-09-15
12185,4095,2283,2017-09-10,2017-09-10
12186,4095,1193,2000-01-27,2000-01-27
12187,4096,2736,2005-01-02,2005-01-02
12188,4096,295,1977-11-26,1977-11-26
12189,4097,3120,1981-11-04,1981-11-04
12190,4097,905,1972-02-17,1972-02-17
12191,4097,477,1978-05-19,1978-05-19
12192,4098,2520,1985-06-29,1985-06-29
12193,4099,4108,1982-01-04,1982-01-04
12194,4099,1620,1982-11-03,1982-11-03
12195,4099,2575,2001-10-04,2001-10-04
12196,4100,2504,1990-09-27,1990-09-27
12197,4101,1206,1974-11-24,1974-11-24
12198,4101,706,1988-09-17,1988-09-17
12199,4101,1046,1979-07-31,1979-07-31
12200,4101,4055,1980-02-28,1980-02-28
12201,4101,1048,1993-08-13,1993-08-13
12202,4102,3385,2000-08-20,2000-08-20
12203,4102,1340,2003-10-05,2003-10-05
12204,4102,185,1970-05-03,1970-05-03
12205,4102,3096,2018-06-08,2018-06-08
12206,4102,893,2015-03-11,2015-03-11
12207,4103,2067,1994-02-02,1994-02-02
12208,4103,2872,1980-01-30,1980-01-30
12209,4103,2674,1991-11-21,1991-11-21
12210,4104,4515,2016-01-12,2016-01-12
12211,4104,903,1973-05-29,1973-05-29
12212,4104,4250,2017-09-27,2017-09-27
12213,4105,2387,1988-08-19,1988-08-19
12214,4106,4047,1987-07-04,1987-07-04
12215,4107,2830,2007-03-25,2007-03-25
12216,4107,349,1986-04-01,1986-04-01
12217,4108,4626,2017-04-25,2017-04-25
12218,4108,4567,2006-04-16,2006-04-16
12219,4108,2100,1976-01-30,1976-01-30
12220,4108,2166,1976-05-22,1976-05-22
12221,4108,556,1991-02-01,1991-02-01
12222,4109,3206,1989-06-09,1989-06-09
12223,4109,104,1998-04-19,1998-04-19
12224,4109,4859,1990-03-12,1990-03-12
12225,4109,3088,1979-12-17,1979-12-17
12226,4109,1132,2017-08-19,2017-08-19
12227,4110,906,2003-05-05,2003-05-05
12228,4110,2969,1981-04-20,1981-04-20
12229,4110,326,2018-01-15,2018-01-15
12230,4110,4448,2007-06-16,2007-06-16
12231,4110,1155,1980-05-20,1980-05-20
12232,4111,5,1998-08-19,1998-08-19
12233,4111,4758,2010-04-03,2010-04-03
12234,4111,1267,2019-05-30,2019-05-30
12235,4111,2592,2001-06-16,2001-06-16
12236,4111,1548,2014-03-06,2014-03-06
12237,4112,980,2019-10-01,2019-10-01
12238,4112,4823,2009-11-06,2009-11-06
12239,4112,3860,1971-04-10,1971-04-10
12240,4113,2720,1992-08-02,1992-08-02
12241,4114,410,1979-06-05,1979-06-05
12242,4114,912,1982-12-08,1982-12-08
12243,4114,3024,1975-01-04,1975-01-04
12244,4114,2548,1977-12-06,1977-12-06
12245,4115,204,1989-11-02,1989-11-02
12246,4115,471,2017-09-26,2017-09-26
12247,4115,2396,1985-11-24,1985-11-24
12248,4115,3826,1990-02-19,1990-02-19
12249,4116,2822,2011-05-27,2011-05-27
12250,4117,4276,2013-04-29,2013-04-29
12251,4117,1851,1998-08-06,1998-08-06
12252,4117,3984,1981-05-05,1981-05-05
12253,4117,2552,1992-03-22,1992-03-22
12254,4117,790,2010-11-23,2010-11-23
12255,4118,1813,2001-10-29,2001-10-29
12256,4118,3686,2002-04-03,2002-04-03
12257,4118,2173,1984-04-04,1984-04-04
12258,4118,2797,1976-07-19,1976-07-19
12259,4118,1697,1981-03-30,1981-03-30
12260,4119,2401,1976-07-10,1976-07-10
12261,4119,746,1992-04-09,1992-04-09
12262,4119,4121,2001-06-25,2001-06-25
12263,4119,2286,1994-03-20,1994-03-20
12264,4119,3919,1984-04-13,1984-04-13
12265,4120,4368,2016-01-17,2016-01-17
12266,4120,4717,1999-07-01,1999-07-01
12267,4121,2540,2020-10-22,2020-10-22
12268,4121,4194,2001-11-07,2001-11-07
12269,4121,890,1987-06-25,1987-06-25
12270,4121,2632,1974-10-24,1974-10-24
12271,4121,2935,2007-01-22,2007-01-22
12272,4122,4098,2015-09-06,2015-09-06
12273,4123,4649,2013-09-22,2013-09-22
12274,4123,4091,1997-02-12,1997-02-12
12275,4123,4684,1991-12-14,1991-12-14
12276,4124,853,1996-05-31,1996-05-31
12277,4124,193,1986-08-15,1986-08-15
12278,4124,3540,1979-07-26,1979-07-26
12279,4124,4394,1972-05-30,1972-05-30
12280,4124,2032,1984-11-10,1984-11-10
12281,4125,144,2016-12-26,2016-12-26
12282,4126,4330,1987-01-03,1987-01-03
12283,4126,1271,1970-11-04,1970-11-04
12284,4127,2897,1999-01-02,1999-01-02
12285,4127,2342,2009-12-03,2009-12-03
12286,4127,3460,1983-12-08,1983-12-08
12287,4127,554,1980-01-11,1980-01-11
12288,4128,1169,1976-07-29,1976-07-29
12289,4128,562,2011-01-19,2011-01-19
12290,4129,4613,1979-06-12,1979-06-12
12291,4129,2027,1983-08-14,1983-08-14
12292,4129,3304,2001-04-06,2001-04-06
12293,4129,3913,2001-03-28,2001-03-28
12294,4129,3882,2007-08-12,2007-08-12
12295,4130,657,1982-01-02,1982-01-02
12296,4131,1977,2018-02-02,2018-02-02
12297,4132,783,1975-03-07,1975-03-07
12298,4132,270,1995-05-21,1995-05-21
12299,4132,1322,2012-01-25,2012-01-25
12300,4132,2477,2013-01-30,2013-01-30
12301,4132,3832,1997-03-24,1997-03-24
12302,4133,1286,2006-05-13,2006-05-13
12303,4133,2839,1982-09-04,1982-09-04
12304,4133,2089,1993-06-15,1993-06-15
12305,4133,4381,2008-01-19,2008-01-19
12306,4133,4206,2003-05-13,2003-05-13
12307,4134,3467,1973-08-14,1973-08-14
12308,4134,1718,1984-02-18,1984-02-18
12309,4135,1314,1976-12-12,1976-12-12
12310,4136,853,2000-02-16,2000-02-16
12311,4137,511,2004-09-15,2004-09-15
12312,4137,4157,1990-06-20,1990-06-20
12313,4137,2353,1972-07-31,1972-07-31
12314,4137,4272,1980-04-19,1980-04-19
12315,4137,4930,2001-11-25,2001-11-25
12316,4138,932,2017-08-22,2017-08-22
12317,4138,3847,1971-11-05,1971-11-05
12318,4139,4891,2004-07-01,2004-07-01
12319,4139,647,1979-07-02,1979-07-02
12320,4140,3727,1973-11-22,1973-11-22
12321,4140,1603,2003-01-11,2003-01-11
12322,4140,4020,1977-07-17,1977-07-17
12323,4141,1252,2019-08-13,2019-08-13
12324,4141,1304,1991-09-09,1991-09-09
12325,4141,3199,1971-10-03,1971-10-03
12326,4141,2355,1985-07-30,1985-07-30
12327,4141,4518,2011-05-25,2011-05-25
12328,4142,1674,2017-03-13,2017-03-13
12329,4142,978,1984-09-28,1984-09-28
12330,4143,4957,1970-06-27,1970-06-27
12331,4144,4774,1974-05-13,1974-05-13
12332,4144,2591,1979-07-19,1979-07-19
12333,4144,3233,1984-02-15,1984-02-15
12334,4145,3734,1975-04-09,1975-04-09
12335,4145,3638,2013-03-01,2013-03-01
12336,4146,3724,1983-01-30,1983-01-30
12337,4146,3317,1989-10-30,1989-10-30
12338,4147,865,2017-11-05,2017-11-05
12339,4148,3978,2002-11-17,2002-11-17
12340,4148,1404,1985-07-01,1985-07-01
12341,4149,4289,1990-11-05,1990-11-05
12342,4150,1247,1992-08-19,1992-08-19
12343,4150,780,2001-05-30,2001-05-30
12344,4151,871,1972-03-18,1972-03-18
12345,4151,3629,1997-01-17,1997-01-17
12346,4152,4424,1978-03-23,1978-03-23
12347,4152,1932,2015-01-04,2015-01-04
12348,4152,1432,2003-10-19,2003-10-19
12349,4152,793,1974-01-20,1974-01-20
12350,4153,2642,1991-12-20,1991-12-20
12351,4153,4485,1983-05-11,1983-05-11
12352,4153,4529,1990-07-20,1990-07-20
12353,4154,3522,1972-03-19,1972-03-19
12354,4154,3497,1975-10-28,1975-10-28
12355,4154,4376,1970-01-20,1970-01-20
12356,4154,4831,1976-09-28,1976-09-28
12357,4154,2629,2000-08-28,2000-08-28
12358,4155,4877,1983-02-16,1983-02-16
12359,4155,4295,1982-04-10,1982-04-10
12360,4155,619,1994-02-01,1994-02-01
12361,4155,3572,1985-06-22,1985-06-22
12362,4156,3670,2013-05-28,2013-05-28
12363,4156,3944,2004-06-03,2004-06-03
12364,4156,464,2019-01-26,2019-01-26
12365,4156,4323,2017-06-03,2017-06-03
12366,4156,2567,1973-04-29,1973-04-29
12367,4157,2945,1984-01-02,1984-01-02
12368,4157,186,1972-11-05,1972-11-05
12369,4157,1644,1973-12-17,1973-12-17
12370,4157,3439,1991-10-24,1991-10-24
12371,4157,2030,1991-11-14,1991-11-14
12372,4158,4315,2002-09-01,2002-09-01
12373,4159,1609,2007-12-19,2007-12-19
12374,4159,3240,1983-03-10,1983-03-10
12375,4159,149,1999-08-13,1999-08-13
12376,4160,1734,1974-10-11,1974-10-11
12377,4161,1164,1980-03-22,1980-03-22
12378,4161,587,2016-10-06,2016-10-06
12379,4161,3686,1981-04-30,1981-04-30
12380,4161,1281,1995-12-11,1995-12-11
12381,4161,1205,2016-02-01,2016-02-01
12382,4162,1582,1980-01-28,1980-01-28
12383,4162,1028,1970-03-31,1970-03-31
12384,4162,3429,2000-05-13,2000-05-13
12385,4163,3939,1974-09-24,1974-09-24
12386,4163,3231,1982-04-20,1982-04-20
12387,4163,3665,1997-05-30,1997-05-30
12388,4163,349,2019-11-11,2019-11-11
12389,4164,2635,1990-02-12,1990-02-12
12390,4164,2271,1998-10-13,1998-10-13
12391,4164,4490,2014-01-10,2014-01-10
12392,4164,4825,2011-04-13,2011-04-13
12393,4164,4954,2016-05-03,2016-05-03
12394,4165,4628,2010-08-12,2010-08-12
12395,4165,2667,1986-08-15,1986-08-15
12396,4165,2102,1981-05-25,1981-05-25
12397,4165,4486,2002-05-05,2002-05-05
12398,4166,3819,2011-12-19,2011-12-19
12399,4166,3088,2000-12-02,2000-12-02
12400,4166,2581,1974-05-17,1974-05-17
12401,4166,1046,2016-05-31,2016-05-31
12402,4166,2152,1972-10-29,1972-10-29
12403,4167,117,1981-07-28,1981-07-28
12404,4167,3310,2017-03-31,2017-03-31
12405,4167,1832,1978-10-23,1978-10-23
12406,4168,2386,2018-04-23,2018-04-23
12407,4168,2408,1971-04-30,1971-04-30
12408,4168,3313,1988-09-06,1988-09-06
12409,4168,2076,1996-05-22,1996-05-22
12410,4169,253,1971-06-12,1971-06-12
12411,4169,748,2016-01-25,2016-01-25
12412,4169,1698,1995-04-04,1995-04-04
12413,4170,3427,2014-08-18,2014-08-18
12414,4170,1184,2013-02-09,2013-02-09
12415,4170,2901,2010-12-05,2010-12-05
12416,4171,3785,2005-11-18,2005-11-18
12417,4172,4351,2015-12-14,2015-12-14
12418,4173,2505,2013-11-07,2013-11-07
12419,4173,3500,1995-12-31,1995-12-31
12420,4173,1922,1980-05-17,1980-05-17
12421,4173,3355,1981-02-06,1981-02-06
12422,4174,4908,2008-01-04,2008-01-04
12423,4174,603,1989-05-29,1989-05-29
12424,4174,4802,1971-12-16,1971-12-16
12425,4174,3315,2016-12-14,2016-12-14
12426,4175,2638,2019-07-09,2019-07-09
12427,4176,323,2000-06-21,2000-06-21
12428,4176,729,1992-04-02,1992-04-02
12429,4176,4365,2018-12-19,2018-12-19
12430,4177,4807,1987-09-20,1987-09-20
12431,4177,1142,1991-08-02,1991-08-02
12432,4178,4566,1983-05-11,1983-05-11
12433,4178,1210,2005-08-10,2005-08-10
12434,4178,18,1974-12-01,1974-12-01
12435,4178,1760,1981-05-23,1981-05-23
12436,4179,2834,1978-05-19,1978-05-19
12437,4179,3525,1973-07-17,1973-07-17
12438,4179,3912,1988-08-25,1988-08-25
12439,4179,1689,1970-08-08,1970-08-08
12440,4179,1954,2006-02-28,2006-02-28
12441,4180,690,2014-07-22,2014-07-22
12442,4181,3234,1998-03-09,1998-03-09
12443,4181,4128,1982-12-16,1982-12-16
12444,4181,3434,2005-04-15,2005-04-15
12445,4181,1328,1987-12-11,1987-12-11
12446,4181,2165,1999-08-21,1999-08-21
12447,4182,3549,1995-12-03,1995-12-03
12448,4182,3808,2015-09-09,2015-09-09
12449,4183,1518,1995-04-21,1995-04-21
12450,4183,4085,1999-01-01,1999-01-01
12451,4183,4688,1981-11-09,1981-11-09
12452,4183,4111,2007-02-26,2007-02-26
12453,4183,1914,2015-12-16,2015-12-16
12454,4184,4112,2007-03-28,2007-03-28
12455,4185,4584,2001-09-27,2001-09-27
12456,4185,2302,1995-11-02,1995-11-02
12457,4185,3571,1974-06-27,1974-06-27
12458,4186,4450,2011-06-16,2011-06-16
12459,4186,4577,1978-04-18,1978-04-18
12460,4186,4765,2016-04-06,2016-04-06
12461,4186,3737,1991-09-10,1991-09-10
12462,4186,1997,2014-08-01,2014-08-01
12463,4187,53,2010-06-03,2010-06-03
12464,4187,926,2002-05-01,2002-05-01
12465,4187,3215,2008-06-16,2008-06-16
12466,4188,3872,1991-09-02,1991-09-02
12467,4189,4197,2000-12-15,2000-12-15
12468,4189,3086,1970-12-20,1970-12-20
12469,4189,4947,1995-05-19,1995-05-19
12470,4189,3658,1994-02-21,1994-02-21
12471,4190,1483,1997-11-07,1997-11-07
12472,4190,4257,1980-11-20,1980-11-20
12473,4190,4832,2006-11-24,2006-11-24
12474,4190,2649,2012-01-09,2012-01-09
12475,4191,3219,2014-03-21,2014-03-21
12476,4191,3690,2004-06-07,2004-06-07
12477,4191,1037,2006-07-20,2006-07-20
12478,4191,2578,2019-09-21,2019-09-21
12479,4191,3247,2017-02-11,2017-02-11
12480,4192,3137,1981-03-11,1981-03-11
12481,4192,2287,1993-12-04,1993-12-04
12482,4192,4130,1972-03-17,1972-03-17
12483,4192,427,1980-01-23,1980-01-23
12484,4193,2357,1977-06-15,1977-06-15
12485,4193,672,2003-08-07,2003-08-07
12486,4193,415,1979-11-01,1979-11-01
12487,4193,3401,1998-07-19,1998-07-19
12488,4193,2583,2001-03-24,2001-03-24
12489,4194,1048,1976-04-01,1976-04-01
12490,4194,2128,1993-05-16,1993-05-16
12491,4194,4384,1972-03-13,1972-03-13
12492,4194,2888,2016-10-29,2016-10-29
12493,4195,3216,1974-11-15,1974-11-15
12494,4196,4090,1986-06-11,1986-06-11
12495,4196,2097,2005-11-06,2005-11-06
12496,4196,3256,2013-02-01,2013-02-01
12497,4196,3829,1980-06-11,1980-06-11
12498,4197,2425,1981-07-06,1981-07-06
12499,4197,111,1976-03-23,1976-03-23
12500,4197,1276,2017-12-19,2017-12-19
12501,4197,2115,1975-11-12,1975-11-12
12502,4198,3401,1984-11-06,1984-11-06
12503,4198,2454,2002-10-07,2002-10-07
12504,4198,580,1974-12-21,1974-12-21
12505,4198,3986,1970-07-10,1970-07-10
12506,4199,3017,2013-02-28,2013-02-28
12507,4199,4704,1983-05-17,1983-05-17
12508,4199,4076,1984-10-18,1984-10-18
12509,4200,1214,1999-03-06,1999-03-06
12510,4200,3457,1973-08-21,1973-08-21
12511,4200,1575,2014-06-20,2014-06-20
12512,4200,2507,1983-01-09,1983-01-09
12513,4201,4725,1975-09-17,1975-09-17
12514,4201,490,1971-03-12,1971-03-12
12515,4201,2541,1994-09-30,1994-09-30
12516,4201,1910,1979-09-28,1979-09-28
12517,4202,4658,1978-02-10,1978-02-10
12518,4202,1183,1977-11-19,1977-11-19
12519,4203,1848,2008-11-06,2008-11-06
12520,4203,4865,1971-04-10,1971-04-10
12521,4204,2189,2013-10-24,2013-10-24
12522,4205,2023,1972-01-25,1972-01-25
12523,4206,3423,2005-07-29,2005-07-29
12524,4206,1034,2016-07-19,2016-07-19
12525,4207,4780,1985-01-29,1985-01-29
12526,4207,836,1975-02-04,1975-02-04
12527,4208,1685,1970-12-03,1970-12-03
12528,4208,2319,1988-02-10,1988-02-10
12529,4208,2896,2009-01-03,2009-01-03
12530,4209,764,1985-07-22,1985-07-22
12531,4209,3027,1995-08-30,1995-08-30
12532,4209,4108,2008-01-10,2008-01-10
12533,4209,4491,1971-06-28,1971-06-28
12534,4209,3451,2014-10-17,2014-10-17
12535,4210,3995,2009-09-16,2009-09-16
12536,4210,2355,1986-04-08,1986-04-08
12537,4210,1398,1993-03-18,1993-03-18
12538,4210,994,2019-12-10,2019-12-10
12539,4210,4979,1971-04-27,1971-04-27
12540,4211,3347,1993-01-22,1993-01-22
12541,4211,2888,1981-08-28,1981-08-28
12542,4211,2371,1979-06-14,1979-06-14
12543,4211,1455,1971-06-07,1971-06-07
12544,4211,4354,1990-07-22,1990-07-22
12545,4212,907,1998-07-17,1998-07-17
12546,4212,2299,1990-11-04,1990-11-04
12547,4212,3130,1998-03-12,1998-03-12
12548,4212,3058,1984-02-23,1984-02-23
12549,4212,1625,2019-12-20,2019-12-20
12550,4213,3167,1999-05-17,1999-05-17
12551,4213,1338,1989-01-10,1989-01-10
12552,4213,3868,1991-02-14,1991-02-14
12553,4213,1051,1991-02-12,1991-02-12
12554,4213,4095,2014-07-04,2014-07-04
12555,4214,1544,1974-02-13,1974-02-13
12556,4215,283,1973-07-24,1973-07-24
12557,4215,4493,2018-11-18,2018-11-18
12558,4215,362,1979-03-14,1979-03-14
12559,4215,3367,1980-10-17,1980-10-17
12560,4216,4701,2012-04-13,2012-04-13
12561,4217,2524,1979-03-02,1979-03-02
12562,4217,2890,2003-07-27,2003-07-27
12563,4217,1621,1987-08-26,1987-08-26
12564,4217,4510,1973-06-28,1973-06-28
12565,4217,1838,2004-09-07,2004-09-07
12566,4218,845,1998-02-26,1998-02-26
12567,4219,3813,2020-01-04,2020-01-04
12568,4219,4083,1995-05-05,1995-05-05
12569,4220,1226,1994-09-24,1994-09-24
12570,4220,1573,1984-09-14,1984-09-14
12571,4220,4863,1977-03-24,1977-03-24
12572,4220,3158,2003-12-21,2003-12-21
12573,4221,1043,1986-07-20,1986-07-20
12574,4221,2805,2009-02-14,2009-02-14
12575,4222,2183,1990-09-21,1990-09-21
12576,4223,3119,1991-06-26,1991-06-26
12577,4223,4732,1998-06-19,1998-06-19
12578,4223,3944,2021-02-01,2021-02-01
12579,4224,3026,1996-11-27,1996-11-27
12580,4224,980,1977-11-13,1977-11-13
12581,4224,3722,1972-09-14,1972-09-14
12582,4224,1498,1977-05-09,1977-05-09
12583,4224,2386,2012-09-25,2012-09-25
