id,u_id,b_id,created_at,upated_at
12431,4123,2867,1977-02-10,1977-02-10
12432,4123,4975,2019-06-13,2019-06-13
12433,4123,1091,2007-08-27,2007-08-27
12434,4123,47,2008-11-19,2008-11-19
12435,4124,2124,1996-09-25,1996-09-25
12436,4124,884,2008-03-12,2008-03-12
12437,4125,2966,1975-03-09,1975-03-09
12438,4125,3498,1974-01-01,1974-01-01
12439,4126,1197,2016-04-30,2016-04-30
12440,4127,980,1974-01-01,1974-01-01
12441,4128,4396,1988-02-27,1988-02-27
12442,4128,2915,2014-04-30,2014-04-30
12443,4128,2624,1981-09-16,1981-09-16
12444,4129,110,1991-11-16,1991-11-16
12445,4129,1623,1987-01-29,1987-01-29
12446,4130,3025,1997-10-23,1997-10-23
12447,4131,511,2012-05-16,2012-05-16
12448,4132,4492,2018-07-20,2018-07-20
12449,4132,3597,1971-02-11,1971-02-11
12450,4132,1970,1984-01-12,1984-01-12
12451,4133,1252,2006-01-13,2006-01-13
12452,4134,3815,1971-03-17,1971-03-17
12453,4134,2986,2003-08-25,2003-08-25
12454,4135,2006,1986-03-19,1986-03-19
12455,4135,1335,1970-02-17,1970-02-17
12456,4135,99,1979-12-22,1979-12-22
12457,4136,3269,1993-07-27,1993-07-27
12458,4136,4238,2013-12-09,2013-12-09
12459,4136,4038,1979-12-15,1979-12-15
12460,4136,3426,1987-02-25,1987-02-25
12461,4137,4124,1983-02-19,1983-02-19
12462,4137,691,1977-01-25,1977-01-25
12463,4137,3748,2016-11-10,2016-11-10
12464,4137,1296,1998-01-23,1998-01-23
12465,4137,3293,2002-01-10,2002-01-10
12466,4138,1804,1979-07-25,1979-07-25
12467,4138,4313,1977-09-18,1977-09-18
12468,4138,2914,2007-09-20,2007-09-20
12469,4139,1303,2017-12-27,2017-12-27
12470,4139,3956,1974-07-02,1974-07-02
12471,4140,1107,2000-06-14,2000-06-14
12472,4140,3358,2004-04-30,2004-04-30
12473,4140,4170,1989-05-01,1989-05-01
12474,4140,3998,2014-10-11,2014-10-11
12475,4141,3849,1995-06-21,1995-06-21
12476,4141,4775,2012-10-21,2012-10-21
12477,4141,399,1994-10-08,1994-10-08
12478,4141,496,1997-11-12,1997-11-12
12479,4142,3343,2019-03-31,2019-03-31
12480,4142,2620,2010-04-09,2010-04-09
12481,4143,2615,1990-07-20,1990-07-20
12482,4143,1375,2010-09-02,2010-09-02
12483,4143,1865,1983-11-18,1983-11-18
12484,4143,3667,2013-09-19,2013-09-19
12485,4144,635,1993-10-17,1993-10-17
12486,4144,4572,1999-05-29,1999-05-29
12487,4144,1409,2012-01-04,2012-01-04
12488,4144,1800,2018-07-20,2018-07-20
12489,4145,2217,1970-05-29,1970-05-29
12490,4145,2870,2015-08-22,2015-08-22
12491,4145,363,1970-10-11,1970-10-11
12492,4145,4135,2006-03-06,2006-03-06
12493,4145,1935,1981-06-19,1981-06-19
12494,4146,4808,1993-11-18,1993-11-18
12495,4146,2786,2020-03-26,2020-03-26
12496,4146,3765,2018-05-15,2018-05-15
12497,4146,1747,1992-02-17,1992-02-17
12498,4146,1212,1995-10-03,1995-10-03
12499,4147,3769,1987-08-21,1987-08-21
12500,4147,256,1997-10-16,1997-10-16
12501,4147,2760,1976-02-21,1976-02-21
12502,4147,4394,2001-11-14,2001-11-14
12503,4147,1166,2012-05-28,2012-05-28
12504,4148,2427,2008-09-02,2008-09-02
12505,4148,3997,1981-04-24,1981-04-24
12506,4149,840,1991-11-12,1991-11-12
12507,4149,4010,2013-03-05,2013-03-05
12508,4150,4806,1980-06-23,1980-06-23
12509,4151,4374,1991-12-13,1991-12-13
12510,4151,371,1975-07-01,1975-07-01
12511,4152,984,2003-11-11,2003-11-11
12512,4152,1318,1979-07-01,1979-07-01
12513,4152,983,1997-05-16,1997-05-16
12514,4152,2696,2017-05-01,2017-05-01
12515,4152,1285,2014-02-20,2014-02-20
12516,4153,4612,2014-09-08,2014-09-08
12517,4153,1280,2020-05-20,2020-05-20
12518,4154,1548,1984-05-30,1984-05-30
12519,4154,3112,1999-04-01,1999-04-01
12520,4154,3058,2010-12-06,2010-12-06
12521,4154,1060,2009-01-03,2009-01-03
12522,4155,3599,2017-12-26,2017-12-26
12523,4155,1158,2004-04-29,2004-04-29
12524,4155,4956,1985-08-17,1985-08-17
12525,4156,687,1998-12-16,1998-12-16
12526,4156,4767,1994-12-02,1994-12-02
12527,4156,2473,2006-09-30,2006-09-30
12528,4157,2233,1984-08-18,1984-08-18
12529,4157,131,2009-08-06,2009-08-06
12530,4157,3506,2001-12-22,2001-12-22
12531,4157,3604,1983-11-25,1983-11-25
12532,4157,3007,2008-01-28,2008-01-28
12533,4158,448,2017-12-15,2017-12-15
12534,4158,1893,2018-06-29,2018-06-29
12535,4159,4854,2020-01-23,2020-01-23
12536,4159,705,1971-07-26,1971-07-26
12537,4159,236,2015-12-16,2015-12-16
12538,4159,666,1985-08-08,1985-08-08
12539,4159,646,1986-04-22,1986-04-22
12540,4160,843,1978-12-30,1978-12-30
12541,4160,1837,1979-07-22,1979-07-22
12542,4160,4123,1974-10-09,1974-10-09
12543,4161,877,2014-03-06,2014-03-06
12544,4161,4184,1998-12-26,1998-12-26
12545,4161,895,1999-03-15,1999-03-15
12546,4161,2565,1997-10-10,1997-10-10
12547,4162,510,1975-02-16,1975-02-16
12548,4162,3793,1985-08-09,1985-08-09
12549,4162,1260,2007-08-28,2007-08-28
12550,4162,1940,1999-08-09,1999-08-09
12551,4163,2234,2001-12-23,2001-12-23
12552,4163,4891,2015-01-17,2015-01-17
12553,4163,3087,1971-11-13,1971-11-13
12554,4163,2513,1982-08-11,1982-08-11
12555,4163,320,1970-12-28,1970-12-28
12556,4164,3298,2001-09-05,2001-09-05
12557,4164,4625,1971-07-21,1971-07-21
12558,4164,776,1995-06-29,1995-06-29
12559,4164,1525,1996-10-14,1996-10-14
12560,4165,3744,2017-10-27,2017-10-27
12561,4166,4221,1994-10-09,1994-10-09
12562,4166,1927,2018-09-29,2018-09-29
12563,4167,3931,1973-08-19,1973-08-19
12564,4167,2248,1993-06-29,1993-06-29
12565,4167,2269,2005-10-11,2005-10-11
12566,4167,1213,1973-07-09,1973-07-09
12567,4167,1189,1979-01-12,1979-01-12
12568,4168,1761,2011-09-26,2011-09-26
12569,4168,599,1990-06-18,1990-06-18
12570,4168,1276,2012-02-23,2012-02-23
12571,4169,1216,1994-07-21,1994-07-21
12572,4169,2466,1999-08-17,1999-08-17
12573,4169,3806,1987-07-29,1987-07-29
12574,4169,1421,1971-06-19,1971-06-19
12575,4169,524,1984-03-24,1984-03-24
12576,4170,1438,2010-09-17,2010-09-17
12577,4170,3503,1977-11-28,1977-11-28
12578,4170,4283,1975-05-31,1975-05-31
12579,4171,556,1970-02-25,1970-02-25
12580,4171,1790,2012-10-31,2012-10-31
12581,4171,4790,2017-11-16,2017-11-16
12582,4172,3481,1975-01-22,1975-01-22
12583,4172,2329,2006-03-01,2006-03-01
12584,4172,2276,2018-08-16,2018-08-16
12585,4173,4616,1984-01-21,1984-01-21
12586,4173,1196,2000-06-29,2000-06-29
12587,4174,4622,1984-08-13,1984-08-13
12588,4174,4906,2018-10-13,2018-10-13
12589,4174,4941,2016-07-28,2016-07-28
12590,4174,967,1998-01-26,1998-01-26
12591,4175,2813,1983-01-05,1983-01-05
12592,4175,3496,1982-01-15,1982-01-15
12593,4175,3599,2012-09-09,2012-09-09
12594,4175,3676,1987-08-24,1987-08-24
12595,4175,3490,1993-11-02,1993-11-02
12596,4176,2149,2002-12-28,2002-12-28
12597,4176,1421,1992-05-04,1992-05-04
12598,4177,4645,1997-06-10,1997-06-10
12599,4177,1791,1979-05-06,1979-05-06
12600,4177,4243,1971-09-22,1971-09-22
12601,4177,3740,2015-05-13,2015-05-13
12602,4178,250,2019-08-18,2019-08-18
12603,4179,786,1978-07-26,1978-07-26
12604,4179,2969,1982-12-15,1982-12-15
12605,4179,2949,2011-11-12,2011-11-12
12606,4180,3546,2016-09-09,2016-09-09
12607,4180,3817,2018-01-24,2018-01-24
12608,4181,4244,1979-10-21,1979-10-21
12609,4181,1598,1992-08-11,1992-08-11
12610,4181,2804,2002-10-22,2002-10-22
12611,4182,3424,2002-05-11,2002-05-11
12612,4182,4038,2004-10-26,2004-10-26
12613,4182,175,2012-02-18,2012-02-18
12614,4183,1190,1987-12-31,1987-12-31
12615,4184,909,1996-06-04,1996-06-04
12616,4184,823,2011-07-25,2011-07-25
12617,4184,973,1987-06-03,1987-06-03
12618,4184,995,2005-09-27,2005-09-27
12619,4184,3179,2015-09-16,2015-09-16
12620,4185,3539,2010-03-01,2010-03-01
12621,4185,774,1986-10-20,1986-10-20
12622,4185,1976,1994-08-26,1994-08-26
12623,4185,2985,1978-03-05,1978-03-05
12624,4186,2840,1986-07-25,1986-07-25
12625,4186,264,2018-07-18,2018-07-18
12626,4186,3065,2014-03-19,2014-03-19
12627,4187,1569,1980-09-04,1980-09-04
12628,4187,3590,2000-11-06,2000-11-06
12629,4187,2638,2016-09-26,2016-09-26
12630,4187,3843,1985-11-20,1985-11-20
12631,4188,3102,1991-02-16,1991-02-16
12632,4188,1515,2005-04-07,2005-04-07
12633,4189,4379,2016-02-04,2016-02-04
12634,4189,3650,1973-05-16,1973-05-16
12635,4189,3025,2002-03-05,2002-03-05
12636,4189,4694,2018-06-22,2018-06-22
12637,4189,3689,1985-11-06,1985-11-06
12638,4190,1094,1993-06-04,1993-06-04
12639,4190,4306,2012-11-17,2012-11-17
12640,4190,3846,1999-08-11,1999-08-11
12641,4190,3052,1990-05-05,1990-05-05
12642,4190,4660,2008-04-13,2008-04-13
12643,4191,4401,2011-03-27,2011-03-27
12644,4191,1095,1978-06-10,1978-06-10
12645,4192,2001,2002-01-31,2002-01-31
12646,4192,1523,2003-01-06,2003-01-06
12647,4192,1942,1974-02-26,1974-02-26
12648,4192,3493,2015-04-08,2015-04-08
12649,4193,2991,2020-09-22,2020-09-22
12650,4193,84,1982-07-11,1982-07-11
12651,4193,2434,1980-01-25,1980-01-25
12652,4193,1347,1999-11-30,1999-11-30
12653,4193,57,2009-07-29,2009-07-29
12654,4194,2260,1992-09-05,1992-09-05
12655,4195,223,1993-11-30,1993-11-30
12656,4195,406,2017-01-01,2017-01-01
12657,4195,807,1997-06-10,1997-06-10
12658,4195,721,1989-03-21,1989-03-21
12659,4195,1586,2013-01-11,2013-01-11
12660,4196,3435,1971-03-01,1971-03-01
12661,4197,1323,1995-08-12,1995-08-12
12662,4197,678,1971-05-23,1971-05-23
12663,4197,3681,1976-06-05,1976-06-05
12664,4198,2213,1978-12-25,1978-12-25
12665,4198,3683,1973-06-20,1973-06-20
12666,4198,1666,1978-03-20,1978-03-20
12667,4199,2184,2013-06-27,2013-06-27
12668,4199,60,2003-03-14,2003-03-14
12669,4199,1323,1987-05-27,1987-05-27
12670,4199,2171,1997-11-03,1997-11-03
12671,4199,1132,1979-03-24,1979-03-24
12672,4200,4940,1971-05-03,1971-05-03
12673,4200,3637,1986-08-09,1986-08-09
12674,4201,270,1987-12-31,1987-12-31
12675,4201,2002,1993-07-25,1993-07-25
12676,4201,14,2004-07-25,2004-07-25
12677,4202,1744,1987-04-10,1987-04-10
12678,4202,3407,1992-08-05,1992-08-05
12679,4202,567,1999-02-20,1999-02-20
12680,4202,3805,1993-07-09,1993-07-09
12681,4203,1829,2008-01-22,2008-01-22
12682,4203,978,1998-12-05,1998-12-05
12683,4203,4665,2004-01-19,2004-01-19
12684,4203,3950,2004-08-14,2004-08-14
12685,4203,643,2002-10-01,2002-10-01
12686,4204,191,1981-01-11,1981-01-11
12687,4205,4658,1993-09-30,1993-09-30
12688,4206,4195,1974-12-26,1974-12-26
12689,4207,4079,1982-08-17,1982-08-17
12690,4208,1197,1979-10-01,1979-10-01
12691,4208,3882,1971-04-12,1971-04-12
12692,4208,3394,1986-06-08,1986-06-08
12693,4208,2230,1986-07-02,1986-07-02
12694,4208,346,1987-09-27,1987-09-27
12695,4209,854,1983-08-06,1983-08-06
12696,4210,3370,1993-10-31,1993-10-31
12697,4210,299,1975-12-27,1975-12-27
12698,4210,227,2020-09-08,2020-09-08
12699,4210,703,1998-10-16,1998-10-16
12700,4210,3428,1977-01-20,1977-01-20
12701,4211,3996,2010-03-25,2010-03-25
12702,4211,1891,1970-10-09,1970-10-09
12703,4211,1068,2003-01-31,2003-01-31
12704,4211,3019,1991-09-13,1991-09-13
12705,4211,3439,1973-10-28,1973-10-28
12706,4212,1943,1983-02-09,1983-02-09
12707,4212,138,1982-04-22,1982-04-22
12708,4212,3092,1986-09-07,1986-09-07
12709,4212,1873,1998-05-24,1998-05-24
12710,4213,1854,2016-07-24,2016-07-24
12711,4213,3080,1971-04-30,1971-04-30
12712,4213,526,2009-05-24,2009-05-24
12713,4213,187,2009-07-06,2009-07-06
12714,4213,2046,2019-07-20,2019-07-20
12715,4214,4936,2012-03-19,2012-03-19
12716,4214,4462,2020-05-17,2020-05-17
12717,4214,4406,2001-07-12,2001-07-12
12718,4215,562,1997-10-09,1997-10-09
12719,4215,4021,1970-04-26,1970-04-26
12720,4216,4129,1984-12-18,1984-12-18
12721,4216,4090,2006-07-17,2006-07-17
12722,4217,2148,1985-06-03,1985-06-03
12723,4218,3679,1977-11-24,1977-11-24
12724,4219,623,1993-02-08,1993-02-08
12725,4219,442,1984-08-14,1984-08-14
12726,4219,2949,2010-10-05,2010-10-05
12727,4219,1837,2001-04-06,2001-04-06
12728,4219,419,1989-10-02,1989-10-02
12729,4220,2466,2010-06-20,2010-06-20
12730,4220,3033,2017-04-08,2017-04-08
12731,4220,858,2020-03-20,2020-03-20
12732,4221,657,2005-12-29,2005-12-29
12733,4221,2275,1998-12-21,1998-12-21
12734,4221,4702,2006-06-11,2006-06-11
12735,4221,4888,2021-01-09,2021-01-09
12736,4222,3877,2006-03-23,2006-03-23
12737,4222,4021,1996-09-13,1996-09-13
12738,4222,2813,1996-08-25,1996-08-25
12739,4222,4678,1982-04-03,1982-04-03
12740,4222,4936,1973-07-07,1973-07-07
12741,4223,1547,1997-07-02,1997-07-02
12742,4223,1700,1972-10-30,1972-10-30
12743,4224,107,1992-01-16,1992-01-16
12744,4224,2176,1985-03-17,1985-03-17
12745,4224,4288,1977-11-27,1977-11-27
12746,4224,3423,2019-04-03,2019-04-03
12747,4224,4086,2005-03-18,2005-03-18
12748,4225,956,2016-11-05,2016-11-05
12749,4225,2043,1975-04-17,1975-04-17
12750,4225,2563,1995-01-25,1995-01-25
12751,4225,1846,2017-12-04,2017-12-04
12752,4225,1663,2000-11-19,2000-11-19
12753,4226,3413,1975-08-27,1975-08-27
12754,4226,1235,1972-12-31,1972-12-31
12755,4226,2930,2005-08-17,2005-08-17
12756,4227,2219,2013-06-23,2013-06-23
12757,4227,3013,1974-07-19,1974-07-19
12758,4227,2611,2009-04-11,2009-04-11
12759,4227,2954,1995-08-07,1995-08-07
12760,4228,3763,2019-06-09,2019-06-09
12761,4228,1757,1980-10-06,1980-10-06
12762,4228,1274,1981-03-12,1981-03-12
12763,4228,1751,1976-02-17,1976-02-17
12764,4228,803,1992-01-27,1992-01-27
12765,4229,2662,2005-08-05,2005-08-05
12766,4229,1533,1997-07-04,1997-07-04
12767,4229,4162,1974-06-25,1974-06-25
12768,4229,4541,1984-01-23,1984-01-23
12769,4229,186,2015-08-30,2015-08-30
12770,4230,1456,2005-03-05,2005-03-05
12771,4230,553,1981-01-19,1981-01-19
12772,4230,4429,1970-09-23,1970-09-23
12773,4230,1624,1991-04-15,1991-04-15
12774,4230,2981,1992-10-23,1992-10-23
12775,4231,1422,1971-04-04,1971-04-04
12776,4231,3947,2013-12-16,2013-12-16
12777,4232,45,2001-06-23,2001-06-23
12778,4232,3891,1972-11-21,1972-11-21
12779,4232,576,1991-03-23,1991-03-23
12780,4233,3976,2020-08-11,2020-08-11
12781,4234,3199,2013-09-20,2013-09-20
12782,4234,3869,2002-08-24,2002-08-24
12783,4234,178,1985-05-31,1985-05-31
12784,4234,1678,1979-10-04,1979-10-04
12785,4234,4941,2002-05-15,2002-05-15
12786,4235,1277,1991-12-07,1991-12-07
12787,4235,1658,2006-01-08,2006-01-08
12788,4235,4020,1979-08-30,1979-08-30
12789,4235,3795,1995-10-31,1995-10-31
12790,4236,1896,2003-07-07,2003-07-07
12791,4236,1766,1980-09-12,1980-09-12
12792,4236,3378,1981-05-01,1981-05-01
12793,4236,1354,1992-09-17,1992-09-17
12794,4237,2580,1974-08-10,1974-08-10
12795,4237,2942,1992-12-07,1992-12-07
12796,4237,3317,2014-12-18,2014-12-18
12797,4237,2592,1989-09-02,1989-09-02
12798,4238,109,2016-12-01,2016-12-01
12799,4238,3652,2012-02-14,2012-02-14
12800,4239,2197,2002-09-25,2002-09-25
12801,4239,938,2009-01-22,2009-01-22
12802,4240,777,2018-12-06,2018-12-06
12803,4240,1794,1990-11-14,1990-11-14
12804,4240,4112,1991-01-12,1991-01-12
12805,4241,4307,1993-10-08,1993-10-08
12806,4241,2204,1990-08-22,1990-08-22
12807,4241,797,2003-02-04,2003-02-04
12808,4242,1069,2017-01-10,2017-01-10
12809,4242,3537,1977-08-26,1977-08-26
12810,4243,2297,2006-06-01,2006-06-01
12811,4243,199,2007-03-22,2007-03-22
12812,4243,3220,1979-05-29,1979-05-29
12813,4243,1524,2008-02-02,2008-02-02
12814,4243,1381,2002-02-13,2002-02-13
12815,4244,1906,2000-02-19,2000-02-19
12816,4244,150,1988-08-12,1988-08-12
12817,4244,1818,1993-03-04,1993-03-04
12818,4245,1356,1992-07-08,1992-07-08
12819,4245,2233,1973-03-06,1973-03-06
12820,4245,351,2005-07-23,2005-07-23
12821,4245,459,1971-10-30,1971-10-30
12822,4246,3590,2007-08-13,2007-08-13
12823,4246,3669,1991-08-18,1991-08-18
12824,4247,1681,2006-03-21,2006-03-21
12825,4247,2551,1978-11-29,1978-11-29
12826,4247,69,2002-06-27,2002-06-27
12827,4247,370,2007-10-13,2007-10-13
12828,4247,160,1983-11-11,1983-11-11
12829,4248,1426,1985-01-11,1985-01-11
12830,4248,3114,1996-07-21,1996-07-21
12831,4248,2681,2010-11-07,2010-11-07
12832,4248,4954,1990-10-23,1990-10-23
12833,4249,4199,2015-03-10,2015-03-10
12834,4250,1469,1979-12-09,1979-12-09
12835,4250,4114,1994-04-21,1994-04-21
12836,4250,3661,2009-08-03,2009-08-03
12837,4251,4823,1996-02-05,1996-02-05
12838,4251,1306,1986-02-01,1986-02-01
12839,4251,4470,2013-02-09,2013-02-09
12840,4251,857,2015-06-24,2015-06-24
12841,4251,4366,2020-02-21,2020-02-21
12842,4252,293,1987-09-13,1987-09-13
12843,4253,3433,2013-12-18,2013-12-18
12844,4253,1149,1974-01-05,1974-01-05
12845,4254,4224,1974-01-26,1974-01-26
12846,4254,1534,1984-03-12,1984-03-12
12847,4254,136,1976-02-24,1976-02-24
12848,4254,2061,1991-03-09,1991-03-09
12849,4254,622,1998-10-12,1998-10-12
12850,4255,3708,1984-08-27,1984-08-27
12851,4255,3993,1971-10-28,1971-10-28
12852,4255,1113,1972-02-07,1972-02-07
12853,4255,656,1972-09-23,1972-09-23
12854,4256,4549,1988-03-04,1988-03-04
12855,4256,3769,1970-01-15,1970-01-15
12856,4257,4697,2000-08-27,2000-08-27
12857,4257,3960,2020-09-12,2020-09-12
12858,4257,4812,1970-02-10,1970-02-10
12859,4258,35,1998-11-22,1998-11-22
12860,4258,2293,2014-09-12,2014-09-12
12861,4259,4931,1983-10-28,1983-10-28
12862,4259,3998,1976-06-10,1976-06-10
12863,4260,1494,2020-06-24,2020-06-24
12864,4260,1487,1996-09-06,1996-09-06
12865,4261,216,2007-05-21,2007-05-21
12866,4261,4044,2005-07-07,2005-07-07
12867,4261,2926,2000-01-20,2000-01-20
12868,4261,3584,1997-02-16,1997-02-16
12869,4262,4113,1990-10-01,1990-10-01
12870,4262,3410,1997-11-09,1997-11-09
12871,4262,4872,2016-09-01,2016-09-01
12872,4262,1062,1970-09-07,1970-09-07
12873,4262,1106,1986-06-23,1986-06-23
12874,4263,3752,2018-07-24,2018-07-24
12875,4263,2697,2013-07-01,2013-07-01
12876,4263,479,2011-03-10,2011-03-10
12877,4264,3014,1995-02-09,1995-02-09
12878,4265,1162,1992-11-10,1992-11-10
12879,4265,4854,1983-10-07,1983-10-07
12880,4265,1592,1994-05-22,1994-05-22
12881,4265,447,1989-10-30,1989-10-30
12882,4265,1872,1971-04-01,1971-04-01
12883,4266,2000,1991-03-15,1991-03-15
12884,4267,1705,2010-03-04,2010-03-04
12885,4267,2990,2009-09-09,2009-09-09
12886,4267,3464,2003-11-06,2003-11-06
12887,4267,1895,1988-08-09,1988-08-09
12888,4268,3385,2012-10-21,2012-10-21
12889,4268,1754,2016-04-29,2016-04-29
12890,4268,1958,1981-12-14,1981-12-14
12891,4269,1475,2001-07-07,2001-07-07
12892,4270,3978,2018-06-03,2018-06-03
12893,4270,2153,1984-09-11,1984-09-11
12894,4270,2548,1975-02-23,1975-02-23
12895,4270,250,1993-01-29,1993-01-29
12896,4270,3647,1993-05-11,1993-05-11
12897,4271,961,1987-06-30,1987-06-30
12898,4271,3439,2017-11-09,2017-11-09
12899,4271,909,1974-05-01,1974-05-01
12900,4271,2345,1984-07-11,1984-07-11
12901,4271,3346,1978-09-04,1978-09-04
12902,4272,4006,2019-02-16,2019-02-16
12903,4272,546,1992-02-20,1992-02-20
12904,4272,3164,2008-09-16,2008-09-16
12905,4272,2412,1974-10-18,1974-10-18
12906,4272,509,2016-03-22,2016-03-22
12907,4273,4855,1971-03-06,1971-03-06
12908,4273,2712,1970-05-09,1970-05-09
12909,4273,3413,2007-11-14,2007-11-14
12910,4274,725,2017-05-30,2017-05-30
12911,4274,387,2012-02-20,2012-02-20
12912,4274,660,1976-06-18,1976-06-18
12913,4274,3193,1989-10-26,1989-10-26
12914,4275,2946,1972-01-29,1972-01-29
12915,4275,2214,1975-09-26,1975-09-26
12916,4276,677,1997-04-22,1997-04-22
12917,4276,3004,2001-08-09,2001-08-09
12918,4276,3898,2019-03-08,2019-03-08
12919,4276,4903,1986-12-20,1986-12-20
12920,4276,3080,2006-08-22,2006-08-22
12921,4277,890,1972-05-31,1972-05-31
12922,4277,1975,1988-11-19,1988-11-19
12923,4278,2239,1972-02-25,1972-02-25
12924,4278,1151,2009-04-30,2009-04-30
12925,4278,3240,2014-07-24,2014-07-24
12926,4278,2119,1987-12-08,1987-12-08
12927,4278,3309,2019-03-06,2019-03-06
12928,4279,3870,1970-06-16,1970-06-16
12929,4279,4031,1976-06-09,1976-06-09
12930,4280,4327,2002-02-21,2002-02-21
12931,4280,358,2016-06-16,2016-06-16
12932,4280,3831,1982-06-29,1982-06-29
12933,4280,3044,1986-02-03,1986-02-03
12934,4280,162,1971-08-20,1971-08-20
12935,4281,4425,2004-07-08,2004-07-08
12936,4281,970,1972-12-12,1972-12-12
12937,4281,4698,2010-10-28,2010-10-28
12938,4282,2828,2000-12-01,2000-12-01
12939,4282,1431,2006-09-30,2006-09-30
12940,4282,574,2018-09-22,2018-09-22
12941,4282,862,1986-08-10,1986-08-10
12942,4283,2875,1976-03-12,1976-03-12
12943,4283,4145,1995-11-06,1995-11-06
12944,4283,2070,1972-05-27,1972-05-27
12945,4284,1364,1990-12-30,1990-12-30
12946,4284,1822,1985-01-26,1985-01-26
12947,4284,1387,2015-09-09,2015-09-09
12948,4284,3988,1998-07-26,1998-07-26
12949,4284,972,2001-03-26,2001-03-26
12950,4285,4634,2000-02-20,2000-02-20
12951,4286,2190,2014-08-10,2014-08-10
12952,4286,922,2013-07-20,2013-07-20
12953,4287,2816,2006-08-23,2006-08-23
12954,4287,29,2013-05-21,2013-05-21
12955,4287,946,2017-09-21,2017-09-21
12956,4288,2078,1980-09-14,1980-09-14
12957,4288,3766,1993-09-01,1993-09-01
12958,4288,3155,1975-09-07,1975-09-07
12959,4288,3893,2013-12-02,2013-12-02
12960,4288,3174,2003-09-30,2003-09-30
12961,4289,1818,1976-06-16,1976-06-16
12962,4289,3215,2010-10-21,2010-10-21
12963,4290,4692,1982-09-19,1982-09-19
12964,4291,2342,2017-12-30,2017-12-30
12965,4291,1324,1976-09-10,1976-09-10
12966,4292,2774,1991-02-04,1991-02-04
12967,4293,810,2020-01-16,2020-01-16
12968,4294,2504,2015-08-29,2015-08-29
12969,4294,3773,1990-01-11,1990-01-11
12970,4294,4535,2019-08-27,2019-08-27
12971,4294,2719,1981-11-25,1981-11-25
12972,4294,3667,1991-09-07,1991-09-07
12973,4295,2650,2012-04-03,2012-04-03
12974,4295,2127,2018-05-22,2018-05-22
12975,4295,401,2009-07-20,2009-07-20
12976,4296,1914,2011-02-26,2011-02-26
12977,4296,3236,1997-01-23,1997-01-23
12978,4296,2004,1997-01-09,1997-01-09
12979,4296,1249,1980-11-29,1980-11-29
12980,4296,3967,1987-01-03,1987-01-03
12981,4297,4134,1999-07-10,1999-07-10
12982,4297,312,2007-08-11,2007-08-11
12983,4298,779,2014-05-13,2014-05-13
12984,4299,2607,2007-09-26,2007-09-26
12985,4300,4211,1994-03-13,1994-03-13
12986,4300,1767,1987-11-09,1987-11-09
12987,4301,3487,1998-03-03,1998-03-03
12988,4301,4432,1989-08-04,1989-08-04
12989,4301,1458,2013-12-28,2013-12-28
12990,4301,2307,1986-08-07,1986-08-07
12991,4302,4364,2003-04-12,2003-04-12
12992,4302,3786,1994-02-22,1994-02-22
12993,4302,3486,1970-01-08,1970-01-08
12994,4302,485,2009-04-05,2009-04-05
12995,4303,4424,1980-01-27,1980-01-27
12996,4304,2437,2017-09-15,2017-09-15
12997,4305,4323,2013-04-04,2013-04-04
12998,4305,38,2012-10-17,2012-10-17
12999,4305,2761,2002-10-12,2002-10-12
13000,4306,187,2018-08-29,2018-08-29
13001,4306,1485,1982-10-06,1982-10-06
13002,4307,2994,2004-01-06,2004-01-06
13003,4307,2439,1974-08-09,1974-08-09
13004,4307,979,1982-09-06,1982-09-06
13005,4307,58,1979-01-02,1979-01-02
13006,4308,4905,2011-10-28,2011-10-28
13007,4309,4301,1990-12-18,1990-12-18
13008,4310,653,1995-12-15,1995-12-15
13009,4310,639,2004-02-21,2004-02-21
13010,4311,1575,1997-01-22,1997-01-22
13011,4311,1778,1978-08-28,1978-08-28
13012,4312,3071,2020-06-07,2020-06-07
13013,4312,4438,2016-09-02,2016-09-02
13014,4312,3536,1970-03-29,1970-03-29
13015,4312,3515,2017-08-17,2017-08-17
13016,4312,1710,1971-09-27,1971-09-27
13017,4313,4454,2014-12-09,2014-12-09
13018,4313,2848,2002-11-04,2002-11-04
13019,4313,591,1992-11-15,1992-11-15
13020,4313,1024,1996-05-30,1996-05-30
13021,4313,4767,2010-08-30,2010-08-30
13022,4314,4916,2009-04-08,2009-04-08
13023,4315,1068,2004-05-22,2004-05-22
13024,4315,2468,1999-10-09,1999-10-09
13025,4315,594,2005-06-06,2005-06-06
13026,4316,4599,1993-11-02,1993-11-02
13027,4316,56,1972-05-23,1972-05-23
13028,4316,1858,1990-10-22,1990-10-22
13029,4317,4587,2010-10-08,2010-10-08
13030,4317,385,2004-07-19,2004-07-19
13031,4318,543,2010-01-22,2010-01-22
13032,4318,2197,2020-08-06,2020-08-06
13033,4319,2801,2000-02-09,2000-02-09
13034,4319,4818,1974-01-09,1974-01-09
13035,4319,849,1999-04-18,1999-04-18
13036,4319,4444,2007-10-26,2007-10-26
13037,4319,2417,2016-12-18,2016-12-18
13038,4320,87,1990-05-18,1990-05-18
13039,4320,3262,1977-01-02,1977-01-02
13040,4320,1110,2012-02-17,2012-02-17
13041,4320,4943,1984-02-05,1984-02-05
13042,4320,429,2016-07-06,2016-07-06
13043,4321,1827,2000-09-08,2000-09-08
